# Time , Side-Flux
0.0000e+00,0.0000e+00
1.0000e+01,3.0734e-08
2.0000e+01,6.0816e-08
3.0000e+01,8.9648e-08
4.0000e+01,1.1674e-07
5.0000e+01,1.4174e-07
6.0000e+01,1.6443e-07
7.0000e+01,1.8475e-07
8.0000e+01,2.0272e-07
9.0000e+01,2.1848e-07
1.0000e+02,2.3219e-07
1.1000e+02,2.4408e-07
1.2000e+02,2.5434e-07
1.3000e+02,2.6320e-07
1.4000e+02,2.7083e-07
1.5000e+02,2.7741e-07
1.6000e+02,2.8310e-07
1.7000e+02,2.8801e-07
1.8000e+02,2.9228e-07
1.9000e+02,2.9598e-07
2.0000e+02,2.9920e-07
2.1000e+02,3.0202e-07
2.2000e+02,3.0448e-07
2.3000e+02,3.0665e-07
2.4000e+02,3.0856e-07
2.5000e+02,3.1024e-07
2.6000e+02,3.1174e-07
2.7000e+02,3.1307e-07
2.8000e+02,3.1426e-07
2.9000e+02,3.1532e-07
3.0000e+02,3.1628e-07
3.1000e+02,3.1715e-07
3.2000e+02,3.1793e-07
3.3000e+02,3.1863e-07
3.4000e+02,3.1926e-07
3.5000e+02,3.1983e-07
3.6000e+02,3.2034e-07
3.7000e+02,3.2079e-07
3.8000e+02,3.2119e-07
3.9000e+02,3.2155e-07
4.0000e+02,3.2186e-07
4.1000e+02,3.2213e-07
4.2000e+02,3.2236e-07
4.3000e+02,3.2256e-07
4.4000e+02,3.2273e-07
4.5000e+02,3.2287e-07
4.6000e+02,3.2299e-07
4.7000e+02,3.2310e-07
4.8000e+02,3.2319e-07
4.9000e+02,3.2326e-07
5.0000e+02,3.2333e-07
5.1000e+02,3.2338e-07
5.2000e+02,3.2343e-07
5.3000e+02,3.2348e-07
5.4000e+02,3.2353e-07
5.5000e+02,3.2358e-07
5.6000e+02,3.2363e-07
5.7000e+02,3.2368e-07
5.8000e+02,3.2374e-07
5.9000e+02,3.2381e-07
6.0000e+02,3.2387e-07
6.1000e+02,3.2393e-07
6.2000e+02,3.2399e-07
6.3000e+02,3.2404e-07
6.4000e+02,3.2408e-07
6.5000e+02,3.2410e-07
6.6000e+02,3.2411e-07
6.7000e+02,3.2411e-07
6.8000e+02,3.2410e-07
6.9000e+02,3.2408e-07
7.0000e+02,3.2406e-07
7.1000e+02,3.2405e-07
7.2000e+02,3.2406e-07
7.3000e+02,3.2411e-07
7.4000e+02,3.2418e-07
7.5000e+02,3.2429e-07
7.6000e+02,3.2445e-07
7.7000e+02,3.2463e-07
7.8000e+02,3.2485e-07
7.9000e+02,3.2509e-07
8.0000e+02,3.2535e-07
8.1000e+02,3.2561e-07
8.2000e+02,3.2586e-07
8.3000e+02,3.2610e-07
8.4000e+02,3.2631e-07
8.5000e+02,3.2649e-07
8.6000e+02,3.2662e-07
8.7000e+02,3.2670e-07
8.8000e+02,3.2672e-07
8.9000e+02,3.2668e-07
9.0000e+02,3.2657e-07
9.1000e+02,3.2640e-07
9.2000e+02,3.2616e-07
9.3000e+02,3.2586e-07
9.4000e+02,3.2550e-07
9.5000e+02,3.2510e-07
9.6000e+02,3.2466e-07
9.7000e+02,3.2420e-07
9.8000e+02,3.2372e-07
9.9000e+02,3.2324e-07
1.0000e+03,3.2277e-07
1.0100e+03,3.2232e-07
1.0200e+03,3.2188e-07
1.0300e+03,3.2148e-07
1.0400e+03,3.2112e-07
1.0500e+03,3.2079e-07
1.0600e+03,3.2052e-07
1.0700e+03,3.2031e-07
1.0800e+03,3.2017e-07
1.0900e+03,3.2011e-07
1.1000e+03,3.2013e-07
1.1100e+03,3.2023e-07
1.1200e+03,3.2041e-07
1.1300e+03,3.2065e-07
1.1400e+03,3.2095e-07
1.1500e+03,3.2129e-07
1.1600e+03,3.2165e-07
1.1700e+03,3.2201e-07
1.1800e+03,3.2236e-07
1.1900e+03,3.2270e-07
1.2000e+03,3.2301e-07
1.2100e+03,3.2330e-07
1.2200e+03,3.2356e-07
1.2300e+03,3.2381e-07
1.2400e+03,3.2404e-07
1.2500e+03,3.2427e-07
1.2600e+03,3.2450e-07
1.2700e+03,3.2473e-07
1.2800e+03,3.2496e-07
1.2900e+03,3.2520e-07
1.3000e+03,3.2545e-07
1.3100e+03,3.2569e-07
1.3200e+03,3.2593e-07
1.3300e+03,3.2615e-07
1.3400e+03,3.2637e-07
1.3500e+03,3.2656e-07
1.3600e+03,3.2674e-07
1.3700e+03,3.2690e-07
1.3800e+03,3.2704e-07
1.3900e+03,3.2716e-07
1.4000e+03,3.2726e-07
1.4100e+03,3.2733e-07
1.4200e+03,3.2738e-07
1.4300e+03,3.2741e-07
1.4400e+03,3.2742e-07
1.4500e+03,3.2742e-07
1.4600e+03,3.2741e-07
1.4700e+03,3.2740e-07
1.4800e+03,3.2738e-07
1.4900e+03,3.2737e-07
1.5000e+03,3.2736e-07
1.5100e+03,3.2735e-07
1.5200e+03,3.2735e-07
1.5300e+03,3.2734e-07
1.5400e+03,3.2733e-07
1.5500e+03,3.2731e-07
1.5600e+03,3.2729e-07
1.5700e+03,3.2726e-07
1.5800e+03,3.2722e-07
1.5900e+03,3.2717e-07
1.6000e+03,3.2712e-07
1.6100e+03,3.2705e-07
1.6200e+03,3.2698e-07
1.6300e+03,3.2690e-07
1.6400e+03,3.2681e-07
1.6500e+03,3.2671e-07
1.6600e+03,3.2660e-07
1.6700e+03,3.2650e-07
1.6800e+03,3.2639e-07
1.6900e+03,3.2628e-07
1.7000e+03,3.2617e-07
1.7100e+03,3.2607e-07
1.7200e+03,3.2597e-07
1.7300e+03,3.2587e-07
1.7400e+03,3.2578e-07
1.7500e+03,3.2569e-07
1.7600e+03,3.2561e-07
1.7700e+03,3.2553e-07
1.7800e+03,3.2547e-07
1.7900e+03,3.2542e-07
1.8000e+03,3.2538e-07
1.8100e+03,3.2535e-07
1.8200e+03,3.2533e-07
1.8300e+03,3.2532e-07
1.8400e+03,3.2531e-07
1.8500e+03,3.2530e-07
1.8600e+03,3.2529e-07
1.8700e+03,3.2527e-07
1.8800e+03,3.2523e-07
1.8900e+03,3.2518e-07
1.9000e+03,3.2511e-07
1.9100e+03,3.2502e-07
1.9200e+03,3.2492e-07
1.9300e+03,3.2482e-07
1.9400e+03,3.2471e-07
1.9500e+03,3.2460e-07
1.9600e+03,3.2449e-07
1.9700e+03,3.2438e-07
1.9800e+03,3.2428e-07
1.9900e+03,3.2417e-07
2.0000e+03,3.2404e-07
2.0100e+03,3.2390e-07
2.0200e+03,3.2373e-07
2.0300e+03,3.2354e-07
2.0400e+03,3.2332e-07
2.0500e+03,3.2307e-07
2.0600e+03,3.2280e-07
2.0700e+03,3.2252e-07
2.0800e+03,3.2223e-07
2.0900e+03,3.2193e-07
2.1000e+03,3.2163e-07
2.1100e+03,3.2135e-07
2.1200e+03,3.2107e-07
2.1300e+03,3.2082e-07
2.1400e+03,3.2060e-07
2.1500e+03,3.2041e-07
2.1600e+03,3.2028e-07
2.1700e+03,3.2019e-07
2.1800e+03,3.2016e-07
2.1900e+03,3.2020e-07
2.2000e+03,3.2029e-07
2.2100e+03,3.2043e-07
2.2200e+03,3.2061e-07
2.2300e+03,3.2083e-07
2.2400e+03,3.2106e-07
2.2500e+03,3.2129e-07
2.2600e+03,3.2150e-07
2.2700e+03,3.2170e-07
2.2800e+03,3.2186e-07
2.2900e+03,3.2198e-07
2.3000e+03,3.2207e-07
2.3100e+03,3.2213e-07
2.3200e+03,3.2217e-07
2.3300e+03,3.2220e-07
2.3400e+03,3.2222e-07
2.3500e+03,3.2224e-07
2.3600e+03,3.2228e-07
2.3700e+03,3.2232e-07
2.3800e+03,3.2237e-07
2.3900e+03,3.2243e-07
2.4000e+03,3.2250e-07
2.4100e+03,3.2256e-07
2.4200e+03,3.2262e-07
2.4300e+03,3.2267e-07
2.4400e+03,3.2271e-07
2.4500e+03,3.2275e-07
2.4600e+03,3.2278e-07
2.4700e+03,3.2280e-07
2.4800e+03,3.2283e-07
2.4900e+03,3.2284e-07
2.5000e+03,3.2286e-07
2.5100e+03,3.2287e-07
2.5200e+03,3.2289e-07
2.5300e+03,3.2290e-07
2.5400e+03,3.2291e-07
2.5500e+03,3.2291e-07
2.5600e+03,3.2292e-07
2.5700e+03,3.2292e-07
2.5800e+03,3.2292e-07
2.5900e+03,3.2291e-07
2.6000e+03,3.2290e-07
2.6100e+03,3.2289e-07
2.6200e+03,3.2287e-07
2.6300e+03,3.2285e-07
2.6400e+03,3.2283e-07
2.6500e+03,3.2280e-07
2.6600e+03,3.2277e-07
2.6700e+03,3.2273e-07
2.6800e+03,3.2269e-07
2.6900e+03,3.2264e-07
2.7000e+03,3.2260e-07
2.7100e+03,3.2255e-07
2.7200e+03,3.2251e-07
2.7300e+03,3.2247e-07
2.7400e+03,3.2243e-07
2.7500e+03,3.2240e-07
2.7600e+03,3.2238e-07
2.7700e+03,3.2236e-07
2.7800e+03,3.2233e-07
2.7900e+03,3.2230e-07
2.8000e+03,3.2226e-07
2.8100e+03,3.2221e-07
2.8200e+03,3.2214e-07
2.8300e+03,3.2206e-07
2.8400e+03,3.2197e-07
2.8500e+03,3.2187e-07
2.8600e+03,3.2176e-07
2.8700e+03,3.2164e-07
2.8800e+03,3.2154e-07
2.8900e+03,3.2144e-07
2.9000e+03,3.2135e-07
2.9100e+03,3.2129e-07
2.9200e+03,3.2125e-07
2.9300e+03,3.2125e-07
2.9400e+03,3.2129e-07
2.9500e+03,3.2137e-07
2.9600e+03,3.2150e-07
2.9700e+03,3.2167e-07
2.9800e+03,3.2187e-07
2.9900e+03,3.2209e-07
3.0000e+03,3.2233e-07
3.0100e+03,3.2257e-07
3.0200e+03,3.2280e-07
3.0300e+03,3.2302e-07
3.0400e+03,3.2322e-07
3.0500e+03,3.2340e-07
3.0600e+03,3.2356e-07
3.0700e+03,3.2370e-07
3.0800e+03,3.2383e-07
3.0900e+03,3.2393e-07
3.1000e+03,3.2401e-07
3.1100e+03,3.2407e-07
3.1200e+03,3.2411e-07
3.1300e+03,3.2413e-07
3.1400e+03,3.2413e-07
3.1500e+03,3.2410e-07
3.1600e+03,3.2406e-07
3.1700e+03,3.2399e-07
3.1800e+03,3.2391e-07
3.1900e+03,3.2382e-07
3.2000e+03,3.2373e-07
3.2100e+03,3.2365e-07
3.2200e+03,3.2359e-07
3.2300e+03,3.2356e-07
3.2400e+03,3.2355e-07
3.2500e+03,3.2357e-07
3.2600e+03,3.2362e-07
3.2700e+03,3.2368e-07
3.2800e+03,3.2376e-07
3.2900e+03,3.2384e-07
3.3000e+03,3.2392e-07
3.3100e+03,3.2401e-07
3.3200e+03,3.2410e-07
3.3300e+03,3.2420e-07
3.3400e+03,3.2431e-07
3.3500e+03,3.2442e-07
3.3600e+03,3.2454e-07
3.3700e+03,3.2466e-07
3.3800e+03,3.2476e-07
3.3900e+03,3.2484e-07
3.4000e+03,3.2488e-07
3.4100e+03,3.2489e-07
3.4200e+03,3.2487e-07
3.4300e+03,3.2482e-07
3.4400e+03,3.2476e-07
3.4500e+03,3.2470e-07
