# Time , Side-Flux
0.0000e+00,0.0000e+00
1.0000e+01,4.1033e-05
2.0000e+01,6.9718e-05
3.0000e+01,8.4203e-05
4.0000e+01,8.9036e-05
5.0000e+01,8.9040e-05
6.0000e+01,8.7358e-05
7.0000e+01,8.5574e-05
8.0000e+01,8.4273e-05
9.0000e+01,8.3520e-05
1.0000e+02,8.3178e-05
1.1000e+02,8.3076e-05
1.2000e+02,8.3084e-05
1.3000e+02,8.3124e-05
1.4000e+02,8.3159e-05
1.5000e+02,8.3181e-05
1.6000e+02,8.3191e-05
1.7000e+02,8.3194e-05
1.8000e+02,8.3195e-05
1.9000e+02,8.3196e-05
2.0000e+02,8.3196e-05
2.1000e+02,8.3197e-05
2.2000e+02,8.3199e-05
2.3000e+02,8.3201e-05
2.4000e+02,8.3204e-05
2.5000e+02,8.3207e-05
2.6000e+02,8.3208e-05
2.7000e+02,8.3207e-05
2.8000e+02,8.3206e-05
2.9000e+02,8.3201e-05
3.0000e+02,8.3195e-05
3.1000e+02,8.3191e-05
3.2000e+02,8.3183e-05
3.3000e+02,8.3149e-05
3.4000e+02,8.3088e-05
3.5000e+02,8.3018e-05
3.6000e+02,8.2945e-05
3.7000e+02,8.2852e-05
3.8000e+02,8.2717e-05
3.9000e+02,8.2539e-05
4.0000e+02,8.2337e-05
4.1000e+02,8.2127e-05
4.2000e+02,8.1921e-05
4.3000e+02,8.1723e-05
4.4000e+02,8.1538e-05
4.5000e+02,8.1381e-05
4.6000e+02,8.1271e-05
4.7000e+02,8.1215e-05
4.8000e+02,8.1208e-05
4.9000e+02,8.1230e-05
5.0000e+02,8.1258e-05
5.1000e+02,8.1282e-05
5.2000e+02,8.1296e-05
5.3000e+02,8.1301e-05
5.4000e+02,8.1301e-05
5.5000e+02,8.1297e-05
5.6000e+02,8.1287e-05
5.7000e+02,8.1264e-05
5.8000e+02,8.1221e-05
5.9000e+02,8.1139e-05
6.0000e+02,8.0979e-05
6.1000e+02,8.0722e-05
6.2000e+02,8.0440e-05
6.3000e+02,8.0254e-05
6.4000e+02,8.0209e-05
6.5000e+02,8.0190e-05
6.6000e+02,8.0018e-05
6.7000e+02,7.9640e-05
6.8000e+02,7.9210e-05
6.9000e+02,7.9015e-05
7.0000e+02,7.9182e-05
7.1000e+02,7.9548e-05
7.2000e+02,7.9864e-05
7.3000e+02,7.9940e-05
7.4000e+02,7.9760e-05
7.5000e+02,7.9486e-05
7.6000e+02,7.9279e-05
7.7000e+02,7.9193e-05
7.8000e+02,7.9197e-05
7.9000e+02,7.9204e-05
8.0000e+02,7.9077e-05
8.1000e+02,7.8705e-05
8.2000e+02,7.8097e-05
8.3000e+02,7.7375e-05
8.4000e+02,7.6724e-05
8.5000e+02,7.6354e-05
8.6000e+02,7.6362e-05
8.7000e+02,7.6610e-05
8.8000e+02,7.6844e-05
8.9000e+02,7.6906e-05
9.0000e+02,7.6767e-05
9.1000e+02,7.6422e-05
9.2000e+02,7.5857e-05
9.3000e+02,7.5157e-05
9.4000e+02,7.4495e-05
9.5000e+02,7.3996e-05
9.6000e+02,7.3679e-05
9.7000e+02,7.3439e-05
9.8000e+02,7.3203e-05
9.9000e+02,7.3035e-05
1.0000e+03,7.2932e-05
1.0100e+03,7.2788e-05
1.0200e+03,7.2512e-05
1.0300e+03,7.2028e-05
1.0400e+03,7.1343e-05
1.0500e+03,7.0585e-05
1.0600e+03,6.9893e-05
1.0700e+03,6.9371e-05
1.0800e+03,6.9024e-05
1.0900e+03,6.8699e-05
1.1000e+03,6.8295e-05
1.1100e+03,6.8025e-05
1.1200e+03,6.8145e-05
1.1300e+03,6.8569e-05
1.1400e+03,6.9024e-05
1.1500e+03,6.9342e-05
1.1600e+03,6.9531e-05
1.1700e+03,6.9643e-05
1.1800e+03,6.9674e-05
1.1900e+03,6.9629e-05
1.2000e+03,6.9557e-05
1.2100e+03,6.9488e-05
1.2200e+03,6.9413e-05
1.2300e+03,6.9296e-05
1.2400e+03,6.9071e-05
1.2500e+03,6.8704e-05
1.2600e+03,6.8287e-05
1.2700e+03,6.7991e-05
1.2800e+03,6.7931e-05
1.2900e+03,6.8079e-05
1.3000e+03,6.8295e-05
1.3100e+03,6.8448e-05
1.3200e+03,6.8485e-05
1.3300e+03,6.8404e-05
1.3400e+03,6.8204e-05
1.3500e+03,6.7868e-05
1.3600e+03,6.7409e-05
1.3700e+03,6.6947e-05
1.3800e+03,6.6621e-05
1.3900e+03,6.6482e-05
1.4000e+03,6.6497e-05
1.4100e+03,6.6613e-05
1.4200e+03,6.6745e-05
1.4300e+03,6.6804e-05
1.4400e+03,6.6769e-05
1.4500e+03,6.6697e-05
1.4600e+03,6.6644e-05
1.4700e+03,6.6624e-05
1.4800e+03,6.6631e-05
1.4900e+03,6.6649e-05
1.5000e+03,6.6664e-05
1.5100e+03,6.6672e-05
1.5200e+03,6.6667e-05
1.5300e+03,6.6644e-05
1.5400e+03,6.6604e-05
1.5500e+03,6.6554e-05
1.5600e+03,6.6499e-05
1.5700e+03,6.6437e-05
1.5800e+03,6.6372e-05
1.5900e+03,6.6311e-05
1.6000e+03,6.6245e-05
1.6100e+03,6.6143e-05
1.6200e+03,6.5961e-05
1.6300e+03,6.5668e-05
1.6400e+03,6.5277e-05
