# Time , Side-Flux
0.0000e+00,0.0000e+00
1.0000e+01,8.5568e-14
2.0000e+01,1.7113e-13
3.0000e+01,2.5667e-13
4.0000e+01,3.4218e-13
5.0000e+01,4.2765e-13
6.0000e+01,5.1307e-13
7.0000e+01,5.9844e-13
8.0000e+01,6.8374e-13
9.0000e+01,7.6896e-13
1.0000e+02,8.5410e-13
1.1000e+02,9.3914e-13
1.2000e+02,1.0241e-12
1.3000e+02,1.1089e-12
1.4000e+02,1.1936e-12
1.5000e+02,1.2782e-12
1.6000e+02,1.3626e-12
1.7000e+02,1.4469e-12
1.8000e+02,1.5310e-12
1.9000e+02,1.6149e-12
2.0000e+02,1.6987e-12
2.1000e+02,1.7823e-12
2.2000e+02,1.8657e-12
2.3000e+02,1.9489e-12
2.4000e+02,2.0319e-12
2.5000e+02,2.1147e-12
2.6000e+02,2.1972e-12
2.7000e+02,2.2795e-12
2.8000e+02,2.3616e-12
2.9000e+02,2.4434e-12
3.0000e+02,2.5250e-12
3.1000e+02,2.6063e-12
3.2000e+02,2.6873e-12
3.3000e+02,2.7680e-12
3.4000e+02,2.8485e-12
3.5000e+02,2.9287e-12
3.6000e+02,3.0086e-12
3.7000e+02,3.0882e-12
3.8000e+02,3.1674e-12
3.9000e+02,3.2464e-12
4.0000e+02,3.3250e-12
4.1000e+02,3.4033e-12
4.2000e+02,3.4813e-12
4.3000e+02,3.5589e-12
4.4000e+02,3.6362e-12
4.5000e+02,3.7131e-12
4.6000e+02,3.7897e-12
4.7000e+02,3.8659e-12
4.8000e+02,3.9418e-12
4.9000e+02,4.0173e-12
5.0000e+02,4.0924e-12
5.1000e+02,4.1672e-12
5.2000e+02,4.2416e-12
5.3000e+02,4.3156e-12
5.4000e+02,4.3892e-12
5.5000e+02,4.4624e-12
5.6000e+02,4.5352e-12
5.7000e+02,4.6076e-12
5.8000e+02,4.6796e-12
5.9000e+02,4.7513e-12
6.0000e+02,4.8225e-12
6.1000e+02,4.8933e-12
6.2000e+02,4.9637e-12
6.3000e+02,5.0337e-12
