# Time , Flux-Flux
0.0000e+00,1.5263e-11
1.0000e+01,1.5134e-11
2.0000e+01,1.4756e-11
3.0000e+01,1.4158e-11
4.0000e+01,1.3379e-11
5.0000e+01,1.2469e-11
6.0000e+01,1.1477e-11
7.0000e+01,1.0450e-11
8.0000e+01,9.4280e-12
9.0000e+01,8.4408e-12
1.0000e+02,7.5104e-12
1.1000e+02,6.6503e-12
1.2000e+02,5.8674e-12
1.3000e+02,5.1635e-12
1.4000e+02,4.5367e-12
1.5000e+02,3.9825e-12
1.6000e+02,3.4954e-12
1.7000e+02,3.0691e-12
1.8000e+02,2.6970e-12
1.9000e+02,2.3731e-12
2.0000e+02,2.0915e-12
2.1000e+02,1.8469e-12
2.2000e+02,1.6344e-12
2.3000e+02,1.4499e-12
2.4000e+02,1.2896e-12
2.5000e+02,1.1499e-12
2.6000e+02,1.0279e-12
2.7000e+02,9.2084e-13
2.8000e+02,8.2646e-13
2.9000e+02,7.4269e-13
3.0000e+02,6.6782e-13
3.1000e+02,6.0042e-13
3.2000e+02,5.3934e-13
3.3000e+02,4.8368e-13
3.4000e+02,4.3276e-13
3.5000e+02,3.8608e-13
3.6000e+02,3.4327e-13
3.7000e+02,3.0411e-13
3.8000e+02,2.6843e-13
3.9000e+02,2.3611e-13
4.0000e+02,2.0702e-13
4.1000e+02,1.8102e-13
4.2000e+02,1.5792e-13
4.3000e+02,1.3751e-13
4.4000e+02,1.1961e-13
4.5000e+02,1.0407e-13
4.6000e+02,9.0815e-14
4.7000e+02,7.9768e-14
4.8000e+02,7.0880e-14
4.9000e+02,6.4073e-14
5.0000e+02,5.9224e-14
5.1000e+02,5.6152e-14
5.2000e+02,5.4614e-14
5.3000e+02,5.4298e-14
5.4000e+02,5.4828e-14
5.5000e+02,5.5758e-14
5.6000e+02,5.6590e-14
5.7000e+02,5.6802e-14
5.8000e+02,5.5902e-14
5.9000e+02,5.3514e-14
6.0000e+02,4.9468e-14
6.1000e+02,4.3884e-14
6.2000e+02,3.7221e-14
6.3000e+02,3.0271e-14
6.4000e+02,2.4079e-14
6.5000e+02,1.9809e-14
6.6000e+02,1.8569e-14
6.7000e+02,2.1236e-14
6.8000e+02,2.8308e-14
6.9000e+02,3.9821e-14
7.0000e+02,5.5333e-14
7.1000e+02,7.3979e-14
7.2000e+02,9.4582e-14
7.3000e+02,1.1579e-13
7.4000e+02,1.3621e-13
7.5000e+02,1.5455e-13
7.6000e+02,1.6965e-13
7.7000e+02,1.8057e-13
7.8000e+02,1.8660e-13
7.9000e+02,1.8722e-13
8.0000e+02,1.8212e-13
8.1000e+02,1.7120e-13
8.2000e+02,1.5458e-13
8.3000e+02,1.3260e-13
8.4000e+02,1.0575e-13
8.5000e+02,7.4729e-14
8.6000e+02,4.0340e-14
8.7000e+02,3.4856e-15
8.8000e+02,-3.4850e-14
8.9000e+02,-7.3605e-14
9.0000e+02,-1.1164e-13
9.1000e+02,-1.4773e-13
9.2000e+02,-1.8067e-13
9.3000e+02,-2.0927e-13
9.4000e+02,-2.3249e-13
9.5000e+02,-2.4953e-13
9.6000e+02,-2.5990e-13
9.7000e+02,-2.6343e-13
9.8000e+02,-2.6022e-13
9.9000e+02,-2.5059e-13
1.0000e+03,-2.3500e-13
1.0100e+03,-2.1394e-13
1.0200e+03,-1.8793e-13
1.0300e+03,-1.5753e-13
1.0400e+03,-1.2340e-13
1.0500e+03,-8.6339e-14
1.0600e+03,-4.7376e-14
1.0700e+03,-7.7172e-15
1.0800e+03,3.1295e-14
1.0900e+03,6.8299e-14
1.1000e+03,1.0206e-13
1.1100e+03,1.3158e-13
1.1200e+03,1.5625e-13
1.1300e+03,1.7582e-13
1.1400e+03,1.9047e-13
1.1500e+03,2.0067e-13
1.1600e+03,2.0712e-13
1.1700e+03,2.1062e-13
1.1800e+03,2.1196e-13
1.1900e+03,2.1185e-13
1.2000e+03,2.1082e-13
1.2100e+03,2.0915e-13
1.2200e+03,2.0697e-13
1.2300e+03,2.0419e-13
1.2400e+03,2.0061e-13
1.2500e+03,1.9600e-13
1.2600e+03,1.9012e-13
1.2700e+03,1.8280e-13
1.2800e+03,1.7396e-13
1.2900e+03,1.6359e-13
1.3000e+03,1.5178e-13
1.3100e+03,1.3870e-13
1.3200e+03,1.2463e-13
1.3300e+03,1.0991e-13
1.3400e+03,9.4959e-14
1.3500e+03,8.0267e-14
1.3600e+03,6.6312e-14
1.3700e+03,5.3536e-14
1.3800e+03,4.2279e-14
1.3900e+03,3.2746e-14
1.4000e+03,2.4984e-14
1.4100e+03,1.8899e-14
1.4200e+03,1.4285e-14
