# Time , Flux-Flux
0.0000e+00,5.6139e-09
1.0000e+01,4.7703e-09
2.0000e+01,3.1453e-09
3.0000e+01,1.8373e-09
4.0000e+01,1.0436e-09
5.0000e+01,6.0304e-10
6.0000e+01,3.6082e-10
7.0000e+01,2.2452e-10
8.0000e+01,1.4513e-10
9.0000e+01,9.7146e-11
1.0000e+02,6.7085e-11
1.1000e+02,4.7600e-11
1.2000e+02,3.4634e-11
1.3000e+02,2.5804e-11
1.4000e+02,1.9529e-11
1.5000e+02,1.4899e-11
1.6000e+02,1.1493e-11
1.7000e+02,9.1256e-12
1.8000e+02,7.5935e-12
1.9000e+02,6.5481e-12
2.0000e+02,5.6273e-12
2.1000e+02,4.6046e-12
2.2000e+02,3.5623e-12
2.3000e+02,2.5252e-12
2.4000e+02,1.7109e-12
2.5000e+02,1.3529e-12
2.6000e+02,9.1948e-13
2.7000e+02,9.2805e-13
2.8000e+02,1.5335e-12
2.9000e+02,1.4120e-12
3.0000e+02,3.9942e-13
3.1000e+02,1.1813e-12
3.2000e+02,3.4951e-12
3.3000e+02,3.3792e-12
3.4000e+02,-2.3157e-13
3.5000e+02,-2.6881e-12
3.6000e+02,-5.1754e-13
3.7000e+02,3.3235e-12
3.8000e+02,4.7052e-12
3.9000e+02,2.9520e-12
4.0000e+02,-3.8583e-13
4.1000e+02,-2.9697e-12
4.2000e+02,-3.0926e-12
4.3000e+02,-1.2194e-12
4.4000e+02,7.9956e-13
4.5000e+02,1.4155e-12
4.6000e+02,9.1114e-13
4.7000e+02,2.7366e-13
4.8000e+02,-4.0199e-14
4.9000e+02,-5.1776e-14
5.0000e+02,-3.2194e-14
5.1000e+02,-2.4263e-14
5.2000e+02,-1.1063e-14
5.3000e+02,-1.1537e-14
5.4000e+02,-5.8300e-14
5.5000e+02,-1.6027e-13
5.6000e+02,-8.0839e-14
5.7000e+02,2.3885e-13
5.8000e+02,5.6561e-13
5.9000e+02,1.4188e-12
6.0000e+02,2.5320e-12
6.1000e+02,2.5416e-12
6.2000e+02,6.7540e-13
6.3000e+02,-1.6022e-12
6.4000e+02,-3.3248e-12
6.5000e+02,-4.2347e-12
6.6000e+02,-4.6562e-12
6.7000e+02,-4.2433e-12
6.8000e+02,-4.3294e-12
6.9000e+02,-5.5727e-12
7.0000e+02,-5.2547e-12
7.1000e+02,-3.6598e-12
7.2000e+02,-1.3067e-12
7.3000e+02,1.6102e-12
7.4000e+02,2.6023e-12
7.5000e+02,1.4282e-12
7.6000e+02,3.7154e-13
7.7000e+02,-1.6742e-13
7.8000e+02,-3.3082e-13
7.9000e+02,-1.2421e-13
8.0000e+02,1.2085e-12
8.1000e+02,2.7576e-12
8.2000e+02,3.3931e-12
8.3000e+02,3.7816e-12
8.4000e+02,2.4454e-12
8.5000e+02,6.3284e-16
8.6000e+02,-8.7325e-13
8.7000e+02,-4.9995e-13
8.8000e+02,-3.6831e-13
8.9000e+02,-1.0587e-12
9.0000e+02,-2.3304e-12
9.1000e+02,-2.1256e-12
9.2000e+02,-1.2385e-12
9.3000e+02,-2.2665e-12
9.4000e+02,-3.8881e-12
9.5000e+02,-6.3686e-12
9.6000e+02,-7.0157e-12
9.7000e+02,-3.9188e-12
9.8000e+02,-8.7119e-13
9.9000e+02,2.9238e-13
1.0000e+03,-9.5082e-13
1.0100e+03,-4.5558e-12
1.0200e+03,-5.0988e-12
1.0300e+03,-3.2730e-12
1.0400e+03,-5.7115e-12
1.0500e+03,-7.9384e-12
1.0600e+03,-7.8946e-12
1.0700e+03,-7.8965e-12
1.0800e+03,-4.9243e-12
1.0900e+03,2.0655e-12
1.1000e+03,6.7278e-12
1.1100e+03,4.3889e-12
1.1200e+03,2.0812e-12
1.1300e+03,1.6461e-12
1.1400e+03,1.4435e-12
1.1500e+03,9.3062e-13
1.1600e+03,6.0454e-13
1.1700e+03,1.4208e-12
1.1800e+03,1.1666e-12
1.1900e+03,-3.6198e-13
1.2000e+03,-1.4616e-12
1.2100e+03,-1.6196e-12
1.2200e+03,-1.0752e-12
1.2300e+03,-3.3128e-13
1.2400e+03,1.3358e-12
1.2500e+03,2.6234e-12
1.2600e+03,2.0063e-12
1.2700e+03,3.7108e-13
1.2800e+03,-1.7352e-13
1.2900e+03,-1.8623e-13
1.3000e+03,-8.2006e-13
1.3100e+03,-9.3128e-13
1.3200e+03,8.6618e-13
1.3300e+03,1.3052e-12
1.3400e+03,2.9956e-13
1.3500e+03,7.3924e-13
1.3600e+03,3.8096e-13
1.3700e+03,-1.8649e-13
1.3800e+03,-1.3080e-13
1.3900e+03,-5.6905e-13
1.4000e+03,-1.1813e-12
1.4100e+03,-1.1336e-12
1.4200e+03,-6.2649e-13
1.4300e+03,-1.1212e-13
1.4400e+03,3.5106e-14
1.4500e+03,2.2480e-14
1.4600e+03,-6.8820e-16
1.4700e+03,8.5635e-16
1.4800e+03,1.4399e-14
1.4900e+03,5.4634e-15
1.5000e+03,1.3194e-15
1.5100e+03,7.6776e-15
1.5200e+03,-8.7795e-16
1.5300e+03,-2.1106e-14
1.5400e+03,-2.6258e-14
1.5500e+03,1.8420e-14
1.5600e+03,5.0809e-14
1.5700e+03,-1.1433e-13
1.5800e+03,-4.2351e-13
1.5900e+03,-5.2803e-13
1.6000e+03,-1.0647e-13
1.6100e+03,-2.6343e-13
1.6200e+03,-1.6716e-12
1.6300e+03,-1.4152e-12
1.6400e+03,-2.8037e-13
1.6500e+03,-1.8272e-13
1.6600e+03,4.0637e-13
1.6700e+03,-5.6080e-14
1.6800e+03,-1.3873e-12
1.6900e+03,-1.4252e-12
1.7000e+03,-1.4908e-12
1.7100e+03,-8.0236e-13
1.7200e+03,-5.5956e-13
1.7300e+03,-3.1656e-12
1.7400e+03,-2.0632e-12
1.7500e+03,2.5297e-12
1.7600e+03,1.8286e-12
1.7700e+03,-1.1857e-12
1.7800e+03,-7.3755e-13
1.7900e+03,-2.0388e-13
1.8000e+03,-7.2413e-13
1.8100e+03,-1.1567e-12
1.8200e+03,-2.0379e-13
1.8300e+03,1.1122e-12
1.8400e+03,-3.3189e-13
1.8500e+03,-2.2200e-13
1.8600e+03,3.3258e-12
1.8700e+03,2.7679e-12
1.8800e+03,-1.8384e-12
1.8900e+03,-4.3137e-12
1.9000e+03,-4.1066e-13
1.9100e+03,4.4145e-12
1.9200e+03,1.3735e-12
1.9300e+03,-5.1860e-12
1.9400e+03,-5.5314e-12
1.9500e+03,-6.0713e-14
1.9600e+03,4.0739e-12
1.9700e+03,3.8106e-12
1.9800e+03,1.5245e-12
1.9900e+03,-1.5750e-12
2.0000e+03,-5.9392e-12
2.0100e+03,-7.5398e-12
2.0200e+03,-2.2280e-12
2.0300e+03,3.3723e-12
2.0400e+03,-1.4661e-12
2.0500e+03,-8.4500e-12
2.0600e+03,-1.8331e-12
2.0700e+03,9.2213e-12
2.0800e+03,5.1454e-12
2.0900e+03,-1.0209e-11
2.1000e+03,-1.1995e-11
2.1100e+03,4.2213e-12
2.1200e+03,1.3276e-11
2.1300e+03,4.4357e-13
2.1400e+03,-1.8938e-11
2.1500e+03,-1.8607e-11
2.1600e+03,3.4929e-12
2.1700e+03,2.2831e-11
2.1800e+03,1.9647e-11
2.1900e+03,-2.4559e-13
2.2000e+03,-1.8306e-11
2.2100e+03,-1.8085e-11
2.2200e+03,-1.8274e-12
2.2300e+03,1.1748e-11
2.2400e+03,1.1910e-11
2.2500e+03,1.1306e-12
2.2600e+03,-7.1263e-12
2.2700e+03,-4.8785e-12
2.2800e+03,1.0635e-12
2.2900e+03,2.3917e-12
2.3000e+03,1.6022e-13
2.3100e+03,-1.5006e-12
2.3200e+03,-1.7475e-12
2.3300e+03,-3.2721e-13
2.3400e+03,2.8818e-12
2.3500e+03,4.6803e-12
2.3600e+03,2.3345e-12
2.3700e+03,1.3303e-13
2.3800e+03,3.6900e-12
2.3900e+03,1.1966e-11
2.4000e+03,1.8984e-11
2.4100e+03,1.8540e-11
2.4200e+03,1.0829e-11
2.4300e+03,1.0488e-12
2.4400e+03,-6.2021e-12
2.4500e+03,-1.0269e-11
2.4600e+03,-1.2288e-11
2.4700e+03,-1.1828e-11
2.4800e+03,-7.1873e-12
