# Time , Flux-Flux
0.0000e+00,2.7503e-10
1.0000e+01,2.6532e-10
2.0000e+01,2.3912e-10
3.0000e+01,2.0336e-10
4.0000e+01,1.6542e-10
5.0000e+01,1.3047e-10
6.0000e+01,1.0098e-10
7.0000e+01,7.7419e-11
8.0000e+01,5.9207e-11
9.0000e+01,4.5380e-11
1.0000e+02,3.4968e-11
1.1000e+02,2.7140e-11
1.2000e+02,2.1241e-11
1.3000e+02,1.6770e-11
1.4000e+02,1.3361e-11
1.5000e+02,1.0742e-11
1.6000e+02,8.7139e-12
1.7000e+02,7.1302e-12
1.8000e+02,5.8780e-12
1.9000e+02,4.8723e-12
2.0000e+02,4.0514e-12
2.1000e+02,3.3738e-12
2.2000e+02,2.8146e-12
2.3000e+02,2.3597e-12
2.4000e+02,1.9994e-12
2.5000e+02,1.7236e-12
2.6000e+02,1.5203e-12
2.7000e+02,1.3741e-12
2.8000e+02,1.2681e-12
2.9000e+02,1.1877e-12
3.0000e+02,1.1232e-12
3.1000e+02,1.0640e-12
3.2000e+02,9.9516e-13
3.3000e+02,9.0923e-13
3.4000e+02,8.1968e-13
3.5000e+02,7.4808e-13
3.6000e+02,6.9450e-13
3.7000e+02,6.3093e-13
3.8000e+02,5.3042e-13
3.9000e+02,3.9862e-13
4.0000e+02,2.7307e-13
4.1000e+02,1.9259e-13
4.2000e+02,1.6675e-13
4.3000e+02,1.7145e-13
4.4000e+02,1.7162e-13
4.5000e+02,1.4798e-13
4.6000e+02,1.0510e-13
4.7000e+02,5.9459e-14
4.8000e+02,2.3774e-14
4.9000e+02,1.3892e-15
5.0000e+02,-1.0005e-14
5.1000e+02,-1.3393e-14
5.2000e+02,-1.0708e-14
5.3000e+02,-2.8509e-15
5.4000e+02,1.0951e-14
5.5000e+02,3.4017e-14
5.6000e+02,7.0889e-14
5.7000e+02,1.2269e-13
5.8000e+02,1.8135e-13
5.9000e+02,2.2732e-13
6.0000e+02,2.3412e-13
6.1000e+02,1.7909e-13
6.2000e+02,5.4195e-14
6.3000e+02,-1.2997e-13
6.4000e+02,-3.4639e-13
6.5000e+02,-5.5670e-13
6.6000e+02,-7.1950e-13
6.7000e+02,-8.0276e-13
6.8000e+02,-7.9350e-13
6.9000e+02,-6.9669e-13
7.0000e+02,-5.2682e-13
7.1000e+02,-3.0355e-13
7.2000e+02,-5.4253e-14
7.3000e+02,1.8602e-13
7.4000e+02,3.8476e-13
7.5000e+02,5.2659e-13
7.6000e+02,6.1898e-13
7.7000e+02,6.8369e-13
7.8000e+02,7.4129e-13
7.9000e+02,7.9906e-13
8.0000e+02,8.4723e-13
8.1000e+02,8.6424e-13
8.2000e+02,8.2898e-13
8.3000e+02,7.3363e-13
8.4000e+02,5.8912e-13
8.5000e+02,4.1953e-13
8.6000e+02,2.4789e-13
8.7000e+02,8.3294e-14
8.8000e+02,-8.1613e-14
8.9000e+02,-2.6305e-13
9.0000e+02,-4.7496e-13
9.1000e+02,-7.1972e-13
9.2000e+02,-9.8356e-13
9.3000e+02,-1.2378e-12
9.4000e+02,-1.4466e-12
9.5000e+02,-1.5787e-12
9.6000e+02,-1.6196e-12
9.7000e+02,-1.5801e-12
9.8000e+02,-1.4964e-12
9.9000e+02,-1.4160e-12
1.0000e+03,-1.3751e-12
1.0100e+03,-1.3785e-12
1.0200e+03,-1.3999e-12
1.0300e+03,-1.4014e-12
1.0400e+03,-1.3499e-12
1.0500e+03,-1.2211e-12
1.0600e+03,-1.0003e-12
1.0700e+03,-6.8981e-13
1.0800e+03,-3.1810e-13
1.0900e+03,6.1036e-14
1.1000e+03,3.8581e-13
1.1100e+03,6.1404e-13
1.1200e+03,7.3814e-13
1.1300e+03,7.7672e-13
1.1400e+03,7.5645e-13
1.1500e+03,6.9919e-13
1.1600e+03,6.1718e-13
1.1700e+03,5.1618e-13
1.1800e+03,4.0532e-13
1.1900e+03,3.0431e-13
1.2000e+03,2.3817e-13
1.2100e+03,2.2371e-13
1.2200e+03,2.6033e-13
1.2300e+03,3.3024e-13
1.2400e+03,4.0583e-13
1.2500e+03,4.6077e-13
1.2600e+03,4.8132e-13
1.2700e+03,4.7157e-13
1.2800e+03,4.4733e-13
1.2900e+03,4.2444e-13
1.3000e+03,4.1110e-13
1.3100e+03,4.0591e-13
1.3200e+03,3.9876e-13
1.3300e+03,3.7549e-13
1.3400e+03,3.2580e-13
1.3500e+03,2.4830e-13
