# Time , Flux-Flux
0.0000e+00,3.8393e-11
1.0000e+01,3.7880e-11
2.0000e+01,3.6401e-11
3.0000e+01,3.4122e-11
4.0000e+01,3.1275e-11
5.0000e+01,2.8109e-11
6.0000e+01,2.4853e-11
7.0000e+01,2.1685e-11
8.0000e+01,1.8728e-11
9.0000e+01,1.6053e-11
1.0000e+02,1.3690e-11
1.1000e+02,1.1637e-11
1.2000e+02,9.8771e-12
1.3000e+02,8.3811e-12
1.4000e+02,7.1172e-12
1.5000e+02,6.0533e-12
1.6000e+02,5.1593e-12
1.7000e+02,4.4086e-12
1.8000e+02,3.7779e-12
1.9000e+02,3.2476e-12
2.0000e+02,2.8012e-12
2.1000e+02,2.4252e-12
2.2000e+02,2.1085e-12
2.3000e+02,1.8418e-12
2.4000e+02,1.6172e-12
2.5000e+02,1.4279e-12
2.6000e+02,1.2679e-12
2.7000e+02,1.1319e-12
2.8000e+02,1.0150e-12
2.9000e+02,9.1334e-13
3.0000e+02,8.2336e-13
3.1000e+02,7.4236e-13
3.2000e+02,6.6832e-13
3.3000e+02,5.9981e-13
3.4000e+02,5.3590e-13
3.5000e+02,4.7597e-13
3.6000e+02,4.1966e-13
3.7000e+02,3.6689e-13
3.8000e+02,3.1794e-13
3.9000e+02,2.7334e-13
4.0000e+02,2.3357e-13
4.1000e+02,1.9876e-13
4.2000e+02,1.6850e-13
4.3000e+02,1.4201e-13
4.4000e+02,1.1850e-13
4.5000e+02,9.7503e-14
4.6000e+02,7.9025e-14
4.7000e+02,6.3375e-14
4.8000e+02,5.0937e-14
4.9000e+02,4.1959e-14
5.0000e+02,3.6477e-14
5.1000e+02,3.4338e-14
5.2000e+02,3.5261e-14
5.3000e+02,3.8866e-14
5.4000e+02,4.4657e-14
5.5000e+02,5.1927e-14
5.6000e+02,5.9640e-14
5.7000e+02,6.6345e-14
5.8000e+02,7.0224e-14
5.9000e+02,6.9343e-14
6.0000e+02,6.2097e-14
6.1000e+02,4.7750e-14
6.2000e+02,2.6891e-14
6.3000e+02,1.6216e-15
6.4000e+02,-2.4618e-14
6.5000e+02,-4.7573e-14
6.6000e+02,-6.2937e-14
6.7000e+02,-6.7150e-14
6.8000e+02,-5.8052e-14
6.9000e+02,-3.5224e-14
7.0000e+02,6.1159e-18
7.1000e+02,4.4866e-14
7.2000e+02,9.5637e-14
7.3000e+02,1.4826e-13
7.4000e+02,1.9893e-13
7.5000e+02,2.4449e-13
7.6000e+02,2.8267e-13
7.7000e+02,3.1195e-13
7.8000e+02,3.3130e-13
7.9000e+02,3.3993e-13
8.0000e+02,3.3717e-13
8.1000e+02,3.2256e-13
8.2000e+02,2.9605e-13
8.3000e+02,2.5819e-13
8.4000e+02,2.1009e-13
8.5000e+02,1.5327e-13
8.6000e+02,8.9384e-14
8.7000e+02,1.9977e-14
8.8000e+02,-5.3548e-14
8.9000e+02,-1.2975e-13
9.0000e+02,-2.0683e-13
9.1000e+02,-2.8244e-13
9.2000e+02,-3.5358e-13
9.3000e+02,-4.1689e-13
9.4000e+02,-4.6918e-13
9.5000e+02,-5.0800e-13
9.6000e+02,-5.3213e-13
9.7000e+02,-5.4172e-13
9.8000e+02,-5.3806e-13
9.9000e+02,-5.2301e-13
1.0000e+03,-4.9832e-13
1.0100e+03,-4.6511e-13
1.0200e+03,-4.2359e-13
1.0300e+03,-3.7340e-13
1.0400e+03,-3.1414e-13
1.0500e+03,-2.4600e-13
1.0600e+03,-1.7034e-13
1.0700e+03,-8.9865e-14
1.0800e+03,-8.4321e-15
1.0900e+03,6.9472e-14
1.1000e+03,1.3949e-13
1.1100e+03,1.9818e-13
1.1200e+03,2.4349e-13
1.1300e+03,2.7501e-13
1.1400e+03,2.9374e-13
1.1500e+03,3.0175e-13
1.1600e+03,3.0173e-13
1.1700e+03,2.9658e-13
1.1800e+03,2.8909e-13
1.1900e+03,2.8167e-13
1.2000e+03,2.7598e-13
1.2100e+03,2.7283e-13
1.2200e+03,2.7209e-13
1.2300e+03,2.7284e-13
1.2400e+03,2.7374e-13
1.2500e+03,2.7341e-13
1.2600e+03,2.7074e-13
1.2700e+03,2.6508e-13
1.2800e+03,2.5617e-13
1.2900e+03,2.4400e-13
1.3000e+03,2.2866e-13
1.3100e+03,2.1023e-13
1.3200e+03,1.8887e-13
1.3300e+03,1.6495e-13
1.3400e+03,1.3919e-13
1.3500e+03,1.1272e-13
1.3600e+03,8.6996e-14
1.3700e+03,6.3530e-14
1.3800e+03,4.3633e-14
1.3900e+03,2.8120e-14
1.4000e+03,1.7161e-14
1.4100e+03,1.0317e-14
1.4200e+03,6.7234e-15
1.4300e+03,5.3556e-15
1.4400e+03,5.2624e-15
1.4500e+03,5.7089e-15
1.4600e+03,6.2126e-15
1.4700e+03,6.5069e-15
1.4800e+03,6.4734e-15
1.4900e+03,6.0773e-15
1.5000e+03,5.3178e-15
1.5100e+03,4.1936e-15
1.5200e+03,2.6815e-15
1.5300e+03,7.2136e-16
1.5400e+03,-1.7896e-15
1.5500e+03,-4.9951e-15
1.5600e+03,-9.0667e-15
1.5700e+03,-1.4179e-14
1.5800e+03,-2.0476e-14
1.5900e+03,-2.8031e-14
1.6000e+03,-3.6810e-14
1.6100e+03,-4.6650e-14
1.6200e+03,-5.7257e-14
1.6300e+03,-6.8233e-14
1.6400e+03,-7.9129e-14
1.6500e+03,-8.9499e-14
1.6600e+03,-9.8943e-14
1.6700e+03,-1.0711e-13
1.6800e+03,-1.1367e-13
1.6900e+03,-1.1829e-13
1.7000e+03,-1.2061e-13
1.7100e+03,-1.2030e-13
1.7200e+03,-1.1707e-13
1.7300e+03,-1.1081e-13
1.7400e+03,-1.0160e-13
1.7500e+03,-8.9828e-14
1.7600e+03,-7.6062e-14
1.7700e+03,-6.1026e-14
1.7800e+03,-4.5498e-14
1.7900e+03,-3.0251e-14
1.8000e+03,-1.6035e-14
1.8100e+03,-3.5820e-15
