# Time , Flux-Flux
0.0000e+00,9.5849e-09
1.0000e+01,7.7461e-09
2.0000e+01,4.6030e-09
3.0000e+01,2.4409e-09
4.0000e+01,1.2887e-09
5.0000e+01,7.0694e-10
6.0000e+01,4.0773e-10
7.0000e+01,2.4715e-10
8.0000e+01,1.5674e-10
9.0000e+01,1.0344e-10
1.0000e+02,7.0681e-11
1.1000e+02,4.9716e-11
1.2000e+02,3.5918e-11
1.3000e+02,2.6699e-11
1.4000e+02,2.0158e-11
1.5000e+02,1.5266e-11
1.6000e+02,1.1617e-11
1.7000e+02,9.1294e-12
1.8000e+02,7.6591e-12
1.9000e+02,6.7843e-12
2.0000e+02,5.9759e-12
2.1000e+02,4.9242e-12
2.2000e+02,3.7837e-12
2.3000e+02,2.6055e-12
2.4000e+02,1.5133e-12
2.5000e+02,1.3596e-12
2.6000e+02,6.9032e-13
2.7000e+02,6.2837e-13
2.8000e+02,1.7858e-12
2.9000e+02,1.6527e-12
3.0000e+02,-7.3718e-13
3.1000e+02,3.8681e-13
3.2000e+02,4.9164e-12
3.3000e+02,5.2407e-12
3.4000e+02,-1.3109e-12
3.5000e+02,-6.0949e-12
3.6000e+02,-2.2058e-12
3.7000e+02,4.5658e-12
3.8000e+02,6.8723e-12
3.9000e+02,4.3140e-12
4.0000e+02,-8.2729e-13
4.1000e+02,-5.0208e-12
4.2000e+02,-5.2503e-12
4.3000e+02,-2.3394e-12
4.4000e+02,1.2485e-12
4.5000e+02,2.2795e-12
4.6000e+02,1.3892e-12
4.7000e+02,4.2418e-13
4.8000e+02,-1.3636e-13
4.9000e+02,-1.0118e-13
5.0000e+02,-5.3312e-14
5.1000e+02,-2.8431e-14
5.2000e+02,-8.9409e-15
5.3000e+02,-2.8811e-14
5.4000e+02,-1.1440e-13
5.5000e+02,-3.2885e-13
5.6000e+02,-1.2258e-13
5.7000e+02,3.5651e-13
5.8000e+02,2.2526e-13
5.9000e+02,1.6151e-12
6.0000e+02,4.0159e-12
6.1000e+02,4.6063e-12
6.2000e+02,8.0911e-13
6.3000e+02,-3.0260e-12
6.4000e+02,-5.3671e-12
6.5000e+02,-5.4381e-12
6.6000e+02,-5.5573e-12
6.7000e+02,-4.0735e-12
6.8000e+02,-4.3067e-12
6.9000e+02,-8.3378e-12
7.0000e+02,-7.6132e-12
7.1000e+02,-5.1996e-12
7.2000e+02,-2.1866e-12
7.3000e+02,2.9169e-12
7.4000e+02,4.3630e-12
7.5000e+02,1.4898e-12
7.6000e+02,-7.1670e-14
7.7000e+02,-6.9572e-13
7.8000e+02,-9.2045e-13
7.9000e+02,-1.1177e-12
8.0000e+02,1.1051e-12
8.1000e+02,3.6025e-12
8.2000e+02,3.8375e-12
8.3000e+02,5.5047e-12
8.4000e+02,3.7948e-12
8.5000e+02,-6.5159e-13
8.6000e+02,-1.7595e-12
8.7000e+02,-6.6152e-13
8.8000e+02,-3.7502e-13
8.9000e+02,-1.6867e-12
9.0000e+02,-4.4107e-12
9.1000e+02,-2.9490e-12
9.2000e+02,3.8867e-13
9.3000e+02,-1.6259e-12
9.4000e+02,-3.3278e-12
9.5000e+02,-8.5270e-12
9.6000e+02,-1.0956e-11
9.7000e+02,-4.7445e-12
9.8000e+02,2.9914e-13
9.9000e+02,1.3768e-12
1.0000e+03,-2.6569e-13
1.0100e+03,-6.3673e-12
1.0200e+03,-5.6939e-12
1.0300e+03,-7.0082e-13
1.0400e+03,-7.6762e-12
1.0500e+03,-1.1136e-11
1.0600e+03,-1.0010e-11
1.0700e+03,-1.2151e-11
1.0800e+03,-9.0235e-12
1.0900e+03,3.6705e-12
1.1000e+03,1.3179e-11
1.1100e+03,5.6580e-12
1.1200e+03,1.1625e-12
1.1300e+03,1.3749e-12
1.1400e+03,1.4437e-12
1.1500e+03,7.6951e-13
1.1600e+03,-5.9538e-13
1.1700e+03,1.4748e-12
1.1800e+03,1.9825e-12
1.1900e+03,-3.9064e-13
1.2000e+03,-2.1814e-12
1.2100e+03,-2.2489e-12
1.2200e+03,-1.4282e-12
1.2300e+03,-1.2282e-12
1.2400e+03,1.7946e-12
1.2500e+03,4.1323e-12
1.2600e+03,3.0124e-12
1.2700e+03,-1.8599e-13
1.2800e+03,-6.5608e-13
1.2900e+03,-2.7897e-13
1.3000e+03,-1.6820e-12
1.3100e+03,-2.3449e-12
1.3200e+03,1.8671e-12
