# Time , Flux-Flux
0.0000e+00,2.0646e-14
1.0000e+01,2.0641e-14
2.0000e+01,2.0624e-14
3.0000e+01,2.0595e-14
4.0000e+01,2.0556e-14
5.0000e+01,2.0505e-14
6.0000e+01,2.0444e-14
7.0000e+01,2.0372e-14
8.0000e+01,2.0289e-14
9.0000e+01,2.0196e-14
1.0000e+02,2.0093e-14
1.1000e+02,1.9980e-14
1.2000e+02,1.9858e-14
1.3000e+02,1.9726e-14
1.4000e+02,1.9586e-14
1.5000e+02,1.9437e-14
1.6000e+02,1.9280e-14
1.7000e+02,1.9116e-14
1.8000e+02,1.8944e-14
1.9000e+02,1.8765e-14
2.0000e+02,1.8581e-14
2.1000e+02,1.8390e-14
2.2000e+02,1.8193e-14
2.3000e+02,1.7991e-14
2.4000e+02,1.7785e-14
2.5000e+02,1.7574e-14
2.6000e+02,1.7360e-14
2.7000e+02,1.7142e-14
2.8000e+02,1.6920e-14
2.9000e+02,1.6697e-14
3.0000e+02,1.6471e-14
3.1000e+02,1.6243e-14
3.2000e+02,1.6013e-14
3.3000e+02,1.5783e-14
3.4000e+02,1.5552e-14
3.5000e+02,1.5320e-14
3.6000e+02,1.5088e-14
3.7000e+02,1.4856e-14
3.8000e+02,1.4624e-14
3.9000e+02,1.4393e-14
4.0000e+02,1.4163e-14
4.1000e+02,1.3934e-14
4.2000e+02,1.3707e-14
4.3000e+02,1.3481e-14
4.4000e+02,1.3257e-14
4.5000e+02,1.3034e-14
4.6000e+02,1.2814e-14
4.7000e+02,1.2596e-14
4.8000e+02,1.2380e-14
4.9000e+02,1.2167e-14
5.0000e+02,1.1957e-14
5.1000e+02,1.1749e-14
5.2000e+02,1.1543e-14
5.3000e+02,1.1341e-14
5.4000e+02,1.1141e-14
5.5000e+02,1.0944e-14
5.6000e+02,1.0750e-14
5.7000e+02,1.0560e-14
5.8000e+02,1.0372e-14
5.9000e+02,1.0187e-14
6.0000e+02,1.0005e-14
6.1000e+02,9.8261e-15
6.2000e+02,9.6502e-15
6.3000e+02,9.4773e-15
6.4000e+02,9.3074e-15
6.5000e+02,9.1404e-15
6.6000e+02,8.9764e-15
6.7000e+02,8.8152e-15
6.8000e+02,8.6569e-15
6.9000e+02,8.5013e-15
7.0000e+02,8.3486e-15
7.1000e+02,8.1985e-15
7.2000e+02,8.0512e-15
7.3000e+02,7.9064e-15
7.4000e+02,7.7643e-15
7.5000e+02,7.6246e-15
7.6000e+02,7.4874e-15
7.7000e+02,7.3526e-15
7.8000e+02,7.2201e-15
7.9000e+02,7.0898e-15
8.0000e+02,6.9618e-15
8.1000e+02,6.8359e-15
8.2000e+02,6.7121e-15
8.3000e+02,6.5902e-15
8.4000e+02,6.4703e-15
8.5000e+02,6.3522e-15
8.6000e+02,6.2359e-15
8.7000e+02,6.1213e-15
8.8000e+02,6.0083e-15
8.9000e+02,5.8968e-15
9.0000e+02,5.7868e-15
9.1000e+02,5.6781e-15
9.2000e+02,5.5708e-15
9.3000e+02,5.4646e-15
9.4000e+02,5.3596e-15
9.5000e+02,5.2557e-15
9.6000e+02,5.1527e-15
9.7000e+02,5.0507e-15
9.8000e+02,4.9495e-15
9.9000e+02,4.8491e-15
1.0000e+03,4.7494e-15
1.0100e+03,4.6503e-15
1.0200e+03,4.5518e-15
1.0300e+03,4.4538e-15
1.0400e+03,4.3562e-15
1.0500e+03,4.2591e-15
1.0600e+03,4.1624e-15
1.0700e+03,4.0660e-15
1.0800e+03,3.9699e-15
1.0900e+03,3.8740e-15
1.1000e+03,3.7785e-15
1.1100e+03,3.6831e-15
1.1200e+03,3.5880e-15
1.1300e+03,3.4932e-15
