# Time , Flux-Flux
0.0000e+00,8.2011e-11
1.0000e+01,8.0416e-11
2.0000e+01,7.5901e-11
3.0000e+01,6.9179e-11
4.0000e+01,6.1176e-11
5.0000e+01,5.2776e-11
6.0000e+01,4.4668e-11
7.0000e+01,3.7284e-11
8.0000e+01,3.0831e-11
9.0000e+01,2.5355e-11
1.0000e+02,2.0798e-11
1.1000e+02,1.7057e-11
1.2000e+02,1.4010e-11
1.3000e+02,1.1539e-11
1.4000e+02,9.5380e-12
1.5000e+02,7.9176e-12
1.6000e+02,6.6023e-12
1.7000e+02,5.5308e-12
1.8000e+02,4.6540e-12
1.9000e+02,3.9332e-12
2.0000e+02,3.3381e-12
2.1000e+02,2.8455e-12
2.2000e+02,2.4380e-12
2.3000e+02,2.1019e-12
2.4000e+02,1.8261e-12
2.5000e+02,1.6010e-12
2.6000e+02,1.4176e-12
2.7000e+02,1.2677e-12
2.8000e+02,1.1435e-12
2.9000e+02,1.0382e-12
3.0000e+02,9.4603e-13
3.1000e+02,8.6229e-13
3.2000e+02,7.8377e-13
3.3000e+02,7.0887e-13
3.4000e+02,6.3720e-13
3.5000e+02,5.6851e-13
3.6000e+02,5.0188e-13
3.7000e+02,4.3621e-13
3.8000e+02,3.7179e-13
3.9000e+02,3.1113e-13
4.0000e+02,2.5790e-13
4.1000e+02,2.1446e-13
4.2000e+02,1.8024e-13
4.3000e+02,1.5204e-13
4.4000e+02,1.2619e-13
4.5000e+02,1.0070e-13
4.6000e+02,7.5880e-14
4.7000e+02,5.3519e-14
4.8000e+02,3.5451e-14
4.9000e+02,2.2692e-14
5.0000e+02,1.5373e-14
5.1000e+02,1.3125e-14
5.2000e+02,1.5478e-14
5.3000e+02,2.2098e-14
5.4000e+02,3.2801e-14
5.5000e+02,4.7317e-14
5.6000e+02,6.4748e-14
5.7000e+02,8.2880e-14
5.8000e+02,9.7753e-14
5.9000e+02,1.0397e-13
6.0000e+02,9.5943e-14
6.1000e+02,6.9787e-14
