# Time , Flux-Flux
0.0000e+00,7.4658e-16
1.0000e+01,7.4653e-16
2.0000e+01,7.4641e-16
3.0000e+01,7.4620e-16
4.0000e+01,7.4590e-16
5.0000e+01,7.4553e-16
6.0000e+01,7.4506e-16
7.0000e+01,7.4452e-16
8.0000e+01,7.4389e-16
9.0000e+01,7.4318e-16
1.0000e+02,7.4239e-16
1.1000e+02,7.4152e-16
1.2000e+02,7.4056e-16
1.3000e+02,7.3953e-16
1.4000e+02,7.3841e-16
1.5000e+02,7.3722e-16
1.6000e+02,7.3594e-16
1.7000e+02,7.3459e-16
1.8000e+02,7.3317e-16
1.9000e+02,7.3166e-16
2.0000e+02,7.3009e-16
2.1000e+02,7.2843e-16
2.2000e+02,7.2671e-16
2.3000e+02,7.2491e-16
2.4000e+02,7.2304e-16
2.5000e+02,7.2111e-16
2.6000e+02,7.1910e-16
2.7000e+02,7.1702e-16
2.8000e+02,7.1488e-16
2.9000e+02,7.1268e-16
3.0000e+02,7.1041e-16
3.1000e+02,7.0807e-16
3.2000e+02,7.0568e-16
3.3000e+02,7.0322e-16
3.4000e+02,7.0071e-16
3.5000e+02,6.9814e-16
3.6000e+02,6.9551e-16
3.7000e+02,6.9283e-16
3.8000e+02,6.9009e-16
3.9000e+02,6.8731e-16
4.0000e+02,6.8447e-16
4.1000e+02,6.8158e-16
4.2000e+02,6.7865e-16
4.3000e+02,6.7567e-16
4.4000e+02,6.7264e-16
4.5000e+02,6.6958e-16
4.6000e+02,6.6647e-16
4.7000e+02,6.6332e-16
4.8000e+02,6.6013e-16
4.9000e+02,6.5690e-16
5.0000e+02,6.5364e-16
5.1000e+02,6.5035e-16
5.2000e+02,6.4702e-16
5.3000e+02,6.4366e-16
5.4000e+02,6.4027e-16
5.5000e+02,6.3685e-16
5.6000e+02,6.3341e-16
5.7000e+02,6.2994e-16
5.8000e+02,6.2644e-16
5.9000e+02,6.2293e-16
6.0000e+02,6.1939e-16
6.1000e+02,6.1583e-16
6.2000e+02,6.1226e-16
6.3000e+02,6.0866e-16
6.4000e+02,6.0506e-16
6.5000e+02,6.0143e-16
6.6000e+02,5.9780e-16
6.7000e+02,5.9415e-16
6.8000e+02,5.9050e-16
6.9000e+02,5.8683e-16
7.0000e+02,5.8316e-16
7.1000e+02,5.7948e-16
7.2000e+02,5.7580e-16
7.3000e+02,5.7211e-16
7.4000e+02,5.6842e-16
7.5000e+02,5.6473e-16
7.6000e+02,5.6104e-16
7.7000e+02,5.5735e-16
7.8000e+02,5.5366e-16
7.9000e+02,5.4998e-16
8.0000e+02,5.4630e-16
8.1000e+02,5.4263e-16
8.2000e+02,5.3896e-16
8.3000e+02,5.3530e-16
8.4000e+02,5.3165e-16
8.5000e+02,5.2801e-16
8.6000e+02,5.2439e-16
8.7000e+02,5.2077e-16
8.8000e+02,5.1717e-16
8.9000e+02,5.1358e-16
9.0000e+02,5.1000e-16
9.1000e+02,5.0645e-16
9.2000e+02,5.0290e-16
9.3000e+02,4.9938e-16
9.4000e+02,4.9588e-16
9.5000e+02,4.9239e-16
9.6000e+02,4.8893e-16
9.7000e+02,4.8548e-16
9.8000e+02,4.8206e-16
9.9000e+02,4.7866e-16
1.0000e+03,4.7529e-16
1.0100e+03,4.7194e-16
1.0200e+03,4.6861e-16
1.0300e+03,4.6531e-16
1.0400e+03,4.6204e-16
1.0500e+03,4.5880e-16
1.0600e+03,4.5558e-16
1.0700e+03,4.5239e-16
1.0800e+03,4.4923e-16
1.0900e+03,4.4610e-16
1.1000e+03,4.4300e-16
1.1100e+03,4.3993e-16
1.1200e+03,4.3690e-16
1.1300e+03,4.3389e-16
1.1400e+03,4.3092e-16
1.1500e+03,4.2798e-16
1.1600e+03,4.2508e-16
1.1700e+03,4.2221e-16
1.1800e+03,4.1937e-16
1.1900e+03,4.1657e-16
1.2000e+03,4.1381e-16
1.2100e+03,4.1108e-16
1.2200e+03,4.0839e-16
1.2300e+03,4.0573e-16
1.2400e+03,4.0311e-16
1.2500e+03,4.0053e-16
1.2600e+03,3.9799e-16
1.2700e+03,3.9548e-16
1.2800e+03,3.9302e-16
1.2900e+03,3.9059e-16
1.3000e+03,3.8820e-16
1.3100e+03,3.8584e-16
1.3200e+03,3.8353e-16
1.3300e+03,3.8126e-16
1.3400e+03,3.7902e-16
1.3500e+03,3.7683e-16
1.3600e+03,3.7467e-16
1.3700e+03,3.7255e-16
