# Time , Flux-Flux
0.0000e+00,4.6856e-12
1.0000e+01,4.6636e-12
2.0000e+01,4.5984e-12
3.0000e+01,4.4928e-12
4.0000e+01,4.3509e-12
5.0000e+01,4.1782e-12
6.0000e+01,3.9807e-12
7.0000e+01,3.7648e-12
8.0000e+01,3.5368e-12
9.0000e+01,3.3026e-12
1.0000e+02,3.0673e-12
1.1000e+02,2.8353e-12
1.2000e+02,2.6102e-12
1.3000e+02,2.3946e-12
1.4000e+02,2.1904e-12
1.5000e+02,1.9988e-12
1.6000e+02,1.8206e-12
1.7000e+02,1.6558e-12
1.8000e+02,1.5042e-12
1.9000e+02,1.3656e-12
2.0000e+02,1.2392e-12
2.1000e+02,1.1242e-12
2.2000e+02,1.0199e-12
2.3000e+02,9.2550e-13
2.4000e+02,8.4001e-13
2.5000e+02,7.6268e-13
2.6000e+02,6.9269e-13
2.7000e+02,6.2932e-13
2.8000e+02,5.7187e-13
2.9000e+02,5.1973e-13
3.0000e+02,4.7234e-13
3.1000e+02,4.2920e-13
3.2000e+02,3.8989e-13
3.3000e+02,3.5403e-13
3.4000e+02,3.2129e-13
3.5000e+02,2.9141e-13
3.6000e+02,2.6416e-13
3.7000e+02,2.3932e-13
3.8000e+02,2.1674e-13
3.9000e+02,1.9625e-13
4.0000e+02,1.7772e-13
4.1000e+02,1.6102e-13
4.2000e+02,1.4604e-13
4.3000e+02,1.3267e-13
4.4000e+02,1.2081e-13
4.5000e+02,1.1035e-13
4.6000e+02,1.0120e-13
4.7000e+02,9.3269e-14
4.8000e+02,8.6451e-14
4.9000e+02,8.0646e-14
5.0000e+02,7.5747e-14
5.1000e+02,7.1639e-14
5.2000e+02,6.8204e-14
5.3000e+02,6.5321e-14
5.4000e+02,6.2867e-14
5.5000e+02,6.0728e-14
5.6000e+02,5.8803e-14
5.7000e+02,5.7011e-14
5.8000e+02,5.5300e-14
5.9000e+02,5.3652e-14
6.0000e+02,5.2093e-14
6.1000e+02,5.0685e-14
6.2000e+02,4.9528e-14
6.3000e+02,4.8746e-14
6.4000e+02,4.8476e-14
6.5000e+02,4.8845e-14
6.6000e+02,4.9951e-14
6.7000e+02,5.1848e-14
6.8000e+02,5.4528e-14
6.9000e+02,5.7914e-14
7.0000e+02,6.1860e-14
7.1000e+02,6.6156e-14
7.2000e+02,7.0542e-14
7.3000e+02,7.4726e-14
7.4000e+02,7.8401e-14
7.5000e+02,8.1265e-14
7.6000e+02,8.3041e-14
7.7000e+02,8.3491e-14
7.8000e+02,8.2428e-14
7.9000e+02,7.9725e-14
8.0000e+02,7.5320e-14
8.1000e+02,6.9218e-14
8.2000e+02,6.1491e-14
