# Time , Flux-Flux
2.7800e+03,-6.7171e-11
2.7900e+03,-5.2806e-11
2.8000e+03,-3.6449e-11
2.8100e+03,-1.9766e-11
2.8200e+03,-6.3452e-12
2.8300e+03,2.5666e-12
2.8400e+03,9.9379e-12
2.8500e+03,1.6768e-11
2.8600e+03,2.3545e-11
2.8700e+03,5.5744e-12
2.8800e+03,-4.3715e-11
2.8900e+03,-9.5611e-11
2.9000e+03,-1.1549e-10
2.9100e+03,-1.1162e-10
2.9200e+03,-1.0469e-10
2.9300e+03,-8.4359e-11
2.9400e+03,-6.2844e-11
2.9500e+03,-1.7748e-11
2.9600e+03,2.3593e-11
2.9700e+03,5.8929e-11
2.9800e+03,7.2846e-11
2.9900e+03,5.2507e-11
3.0000e+03,1.2231e-11
3.0100e+03,-3.1534e-11
3.0200e+03,-4.0032e-11
3.0300e+03,-1.7945e-11
3.0400e+03,4.2944e-11
3.0500e+03,1.3738e-10
3.0600e+03,2.5296e-10
3.0700e+03,3.6001e-10
3.0800e+03,3.9182e-10
3.0900e+03,3.8667e-10
3.1000e+03,2.9757e-10
3.1100e+03,1.5592e-10
3.1200e+03,3.1885e-11
3.1300e+03,-1.1181e-10
3.1400e+03,-1.9294e-10
3.1500e+03,-2.2072e-10
3.1600e+03,-2.3136e-10
3.1700e+03,-1.9912e-10
3.1800e+03,-1.4306e-10
3.1900e+03,-9.8068e-11
3.2000e+03,-4.8959e-11
3.2100e+03,-4.6730e-12
3.2200e+03,3.2375e-11
3.2300e+03,5.7872e-11
3.2400e+03,4.7107e-11
3.2500e+03,3.2728e-11
3.2600e+03,2.4042e-11
3.2700e+03,-1.2263e-12
3.2800e+03,-1.5238e-11
3.2900e+03,-1.9866e-11
3.3000e+03,-6.4977e-11
3.3100e+03,-7.1941e-11
3.3200e+03,-4.6681e-11
3.3300e+03,-3.0201e-11
3.3400e+03,-1.3621e-11
3.3500e+03,-1.8967e-12
3.3600e+03,1.4866e-12
3.3700e+03,3.2550e-12
3.3800e+03,1.3903e-11
3.3900e+03,2.1121e-11
3.4000e+03,1.8359e-11
3.4100e+03,2.8599e-11
3.4200e+03,5.2825e-11
3.4300e+03,5.4480e-11
3.4400e+03,3.3308e-11
3.4500e+03,3.7510e-11
3.4600e+03,4.9271e-11
3.4700e+03,5.6802e-11
3.4800e+03,7.8310e-11
3.4900e+03,1.2485e-10
3.5000e+03,1.4641e-10
3.5100e+03,1.2053e-10
3.5200e+03,8.6848e-11
3.5300e+03,4.7899e-11
3.5400e+03,1.4271e-11
3.5500e+03,3.2281e-12
3.5600e+03,2.7848e-12
3.5700e+03,1.3979e-12
3.5800e+03,3.3187e-13
3.5900e+03,1.7167e-13
3.6000e+03,6.6955e-13
3.6100e+03,9.9254e-13
3.6200e+03,5.4393e-13
3.6300e+03,1.3423e-12
3.6400e+03,6.3342e-12
3.6500e+03,2.5718e-11
3.6600e+03,5.7177e-11
3.6700e+03,6.6276e-11
3.6800e+03,5.1856e-11
3.6900e+03,4.3031e-11
3.7000e+03,2.7341e-11
3.7100e+03,-2.6440e-13
3.7200e+03,-1.6584e-11
3.7300e+03,-3.4692e-11
3.7400e+03,-6.5019e-11
3.7500e+03,-7.2860e-11
3.7600e+03,-4.6638e-11
3.7700e+03,-3.7193e-11
3.7800e+03,-4.3073e-11
3.7900e+03,-2.9064e-11
3.8000e+03,4.5704e-12
3.8100e+03,2.8299e-11
3.8200e+03,4.0009e-11
3.8300e+03,5.0017e-11
3.8400e+03,3.4639e-11
3.8500e+03,9.1606e-12
3.8600e+03,2.1884e-12
3.8700e+03,-1.0560e-11
3.8800e+03,-3.1471e-11
3.8900e+03,-5.8746e-11
3.9000e+03,-9.3357e-11
3.9100e+03,-9.8739e-11
3.9200e+03,-7.1809e-11
3.9300e+03,-6.6016e-11
3.9400e+03,-7.8795e-11
3.9500e+03,-9.5855e-11
3.9600e+03,-7.6607e-11
3.9700e+03,-3.6508e-11
3.9800e+03,-3.7256e-11
3.9900e+03,-4.8491e-11
4.0000e+03,-1.7902e-11
4.0100e+03,6.6434e-11
4.0200e+03,1.0826e-10
4.0300e+03,7.9933e-11
4.0400e+03,6.0484e-11
4.0500e+03,1.1945e-10
4.0600e+03,2.4478e-10
4.0700e+03,3.5125e-10
4.0800e+03,3.2184e-10
4.0900e+03,2.5692e-10
4.1000e+03,2.5363e-10
4.1100e+03,3.3251e-10
4.1200e+03,3.8880e-10
4.1300e+03,2.9441e-10
4.1400e+03,8.6431e-11
4.1500e+03,-1.0575e-10
4.1600e+03,-2.0228e-10
4.1700e+03,-2.2506e-10
4.1800e+03,-1.9951e-10
4.1900e+03,-1.4458e-10
4.2000e+03,-7.2167e-11
4.2100e+03,-3.5233e-12
4.2200e+03,3.2936e-11
4.2300e+03,3.1579e-11
4.2400e+03,9.7757e-12
4.2500e+03,-5.3056e-12
4.2600e+03,-5.4428e-12
4.2700e+03,-2.4362e-12
4.2800e+03,-2.7556e-12
4.2900e+03,-2.8045e-12
4.3000e+03,1.6590e-12
4.3100e+03,7.6656e-12
4.3200e+03,1.0100e-11
4.3300e+03,1.0082e-11
4.3400e+03,8.1588e-12
4.3500e+03,1.9867e-12
4.3600e+03,-7.6346e-13
4.3700e+03,2.2168e-12
4.3800e+03,1.9785e-12
4.3900e+03,-7.0918e-12
4.4000e+03,-1.7729e-11
4.4100e+03,-2.1691e-11
4.4200e+03,-2.0869e-11
4.4300e+03,-1.2839e-11
4.4400e+03,9.6494e-13
4.4500e+03,5.3446e-12
4.4600e+03,-6.4938e-12
4.4700e+03,-2.2954e-11
4.4800e+03,-2.9431e-11
4.4900e+03,-2.1614e-11
4.5000e+03,-1.8646e-12
4.5100e+03,8.7007e-12
4.5200e+03,-2.7217e-12
4.5300e+03,-1.3980e-11
4.5400e+03,-3.0813e-12
4.5500e+03,1.6434e-11
4.5600e+03,2.4996e-11
4.5700e+03,1.7027e-11
4.5800e+03,4.1437e-12
4.5900e+03,-1.0408e-12
4.6000e+03,7.8291e-15
4.6100e+03,5.3919e-13
4.6200e+03,-6.3207e-13
4.6300e+03,-1.0937e-12
4.6400e+03,-3.4941e-13
4.6500e+03,-4.1424e-13
4.6600e+03,-3.3167e-12
4.6700e+03,-1.1721e-11
4.6800e+03,-2.4391e-11
4.6900e+03,-4.6021e-11
4.7000e+03,-7.1127e-11
4.7100e+03,-8.1434e-11
4.7200e+03,-5.9877e-11
4.7300e+03,-4.7384e-11
4.7400e+03,-6.1246e-11
4.7500e+03,-8.5070e-11
4.7600e+03,-1.3535e-10
4.7700e+03,-1.8283e-10
4.7800e+03,-1.7419e-10
4.7900e+03,-1.3334e-10
4.8000e+03,-9.7251e-11
4.8100e+03,-6.6531e-11
4.8200e+03,-8.9628e-11
4.8300e+03,-1.0997e-10
4.8400e+03,-9.7066e-11
4.8500e+03,-6.3714e-11
4.8600e+03,-2.6396e-11
4.8700e+03,-8.9627e-12
4.8800e+03,-4.4802e-12
4.8900e+03,-5.9586e-12
4.9000e+03,-1.7098e-11
4.9100e+03,-4.0884e-11
4.9200e+03,-5.4423e-11
4.9300e+03,-5.0821e-11
4.9400e+03,-4.3579e-11
4.9500e+03,-2.3750e-11
4.9600e+03,-7.7747e-12
4.9700e+03,8.7225e-12
4.9800e+03,4.2469e-11
4.9900e+03,9.2755e-11
5.0000e+03,1.3935e-10
5.0100e+03,1.4158e-10
5.0200e+03,9.6997e-11
5.0300e+03,5.1572e-11
5.0400e+03,1.1733e-11
5.0500e+03,-2.2098e-11
5.0600e+03,-1.0255e-11
5.0700e+03,1.6078e-11
5.0800e+03,2.9431e-11
5.0900e+03,4.3805e-11
5.1000e+03,5.5773e-11
5.1100e+03,7.9827e-11
5.1200e+03,9.9209e-11
5.1300e+03,1.1151e-10
5.1400e+03,1.3296e-10
5.1500e+03,2.1827e-10
5.1600e+03,2.8925e-10
5.1700e+03,2.3917e-10
5.1800e+03,1.2196e-10
5.1900e+03,3.2053e-11
5.2000e+03,6.2189e-12
5.2100e+03,1.4944e-11
5.2200e+03,-1.4585e-11
5.2300e+03,-9.1552e-11
5.2400e+03,-1.5785e-10
5.2500e+03,-2.0629e-10
5.2600e+03,-2.2358e-10
5.2700e+03,-1.7809e-10
5.2800e+03,-1.0916e-10
5.2900e+03,-5.5821e-11
5.3000e+03,-2.3447e-11
5.3100e+03,-8.0713e-12
5.3200e+03,-1.8572e-11
5.3300e+03,-4.1125e-11
5.3400e+03,-5.5824e-11
5.3500e+03,-5.6062e-11
5.3600e+03,-4.2818e-11
5.3700e+03,-2.4096e-11
5.3800e+03,-1.1577e-11
5.3900e+03,-3.1205e-12
5.4000e+03,-5.1907e-13
5.4100e+03,-2.1253e-12
5.4200e+03,5.8339e-12
5.4300e+03,1.7812e-11
5.4400e+03,1.5083e-11
5.4500e+03,-2.7923e-11
5.4600e+03,-7.3199e-11
5.4700e+03,-3.2537e-11
5.4800e+03,1.6549e-11
5.4900e+03,-2.0870e-11
5.5000e+03,-3.3165e-11
5.5100e+03,7.7516e-12
5.5200e+03,3.3516e-11
5.5300e+03,4.1930e-11
5.5400e+03,4.0189e-11
5.5500e+03,1.3205e-11
5.5600e+03,-2.2256e-11
5.5700e+03,-3.8033e-11
5.5800e+03,-3.1457e-11
5.5900e+03,-1.8644e-11
5.6000e+03,-7.4926e-12
5.6100e+03,-1.5749e-12
5.6200e+03,9.9454e-13
5.6300e+03,1.4758e-12
5.6400e+03,2.6693e-13
5.6500e+03,1.0828e-12
5.6600e+03,2.3224e-12
5.6700e+03,1.8750e-12
5.6800e+03,9.1049e-13
5.6900e+03,1.2001e-12
5.7000e+03,1.1258e-12
5.7100e+03,9.8444e-14
5.7200e+03,-1.1221e-12
5.7300e+03,5.4519e-12
5.7400e+03,2.7898e-11
5.7500e+03,3.9542e-11
5.7600e+03,1.8035e-11
5.7700e+03,-1.0592e-11
5.7800e+03,-2.1070e-11
5.7900e+03,-4.5871e-11
5.8000e+03,-1.0022e-10
5.8100e+03,-1.4240e-10
5.8200e+03,-1.0317e-10
5.8300e+03,2.8850e-11
5.8400e+03,1.4517e-10
5.8500e+03,1.5066e-10
5.8600e+03,1.3075e-10
5.8700e+03,1.0697e-10
5.8800e+03,6.3297e-11
5.8900e+03,1.4877e-11
5.9000e+03,1.4220e-12
5.9100e+03,5.1735e-12
5.9200e+03,4.4073e-12
5.9300e+03,-3.2300e-12
5.9400e+03,-1.2474e-11
5.9500e+03,2.0662e-12
5.9600e+03,3.1032e-11
5.9700e+03,4.1079e-11
5.9800e+03,2.3972e-11
5.9900e+03,-2.4993e-12
6.0000e+03,-2.5826e-11
6.0100e+03,-5.7789e-11
6.0200e+03,-7.8515e-11
6.0300e+03,-5.6374e-11
6.0400e+03,-7.6965e-12
6.0500e+03,6.3991e-12
6.0600e+03,-1.2903e-11
6.0700e+03,-1.9869e-11
6.0800e+03,-5.9981e-12
6.0900e+03,4.7643e-11
6.1000e+03,5.4016e-11
6.1100e+03,-1.3651e-11
6.1200e+03,-7.4863e-11
6.1300e+03,-9.1753e-11
6.1400e+03,-9.2530e-11
6.1500e+03,-1.4656e-10
6.1600e+03,-1.2877e-10
6.1700e+03,2.8695e-11
6.1800e+03,1.4007e-10
6.1900e+03,1.5514e-10
6.2000e+03,6.9702e-11
6.2100e+03,-1.5806e-11
6.2200e+03,-3.7986e-11
6.2300e+03,-7.1836e-11
6.2400e+03,-1.4063e-10
6.2500e+03,-2.1176e-10
6.2600e+03,-2.0540e-10
6.2700e+03,-1.4569e-10
6.2800e+03,-9.1598e-11
6.2900e+03,-5.0824e-11
6.3000e+03,-2.3209e-11
6.3100e+03,-2.0040e-11
6.3200e+03,-2.6807e-11
6.3300e+03,-2.6176e-11
6.3400e+03,-2.1545e-11
6.3500e+03,-2.5131e-11
6.3600e+03,-3.2444e-11
6.3700e+03,-4.9774e-11
6.3800e+03,-6.6892e-11
6.3900e+03,-5.2538e-11
6.4000e+03,-1.6979e-11
6.4100e+03,2.1357e-12
6.4200e+03,2.1593e-12
6.4300e+03,1.6456e-13
6.4400e+03,-1.3307e-12
6.4500e+03,8.7423e-13
6.4600e+03,3.4375e-12
6.4700e+03,2.1325e-12
6.4800e+03,-5.7987e-12
6.4900e+03,1.1492e-11
6.5000e+03,6.8028e-11
6.5100e+03,1.1230e-10
6.5200e+03,1.1603e-10
6.5300e+03,7.4466e-11
6.5400e+03,6.8932e-11
6.5500e+03,1.0315e-10
6.5600e+03,1.1159e-10
6.5700e+03,1.0490e-10
6.5800e+03,5.3172e-11
6.5900e+03,-2.2000e-11
6.6000e+03,-4.0841e-11
6.6100e+03,-1.9952e-11
6.6200e+03,-5.2723e-12
6.6300e+03,-4.8251e-13
6.6400e+03,1.4478e-12
6.6500e+03,1.3417e-13
6.6600e+03,-2.2276e-12
6.6700e+03,-3.1291e-12
6.6800e+03,-3.1550e-12
6.6900e+03,-2.5352e-12
6.7000e+03,-1.7905e-12
6.7100e+03,-8.8699e-13
6.7200e+03,1.3333e-13
6.7300e+03,-2.8842e-12
6.7400e+03,-1.1189e-11
6.7500e+03,-1.8457e-11
6.7600e+03,-2.6918e-11
6.7700e+03,-4.5278e-11
6.7800e+03,-7.4951e-11
6.7900e+03,-9.1109e-11
6.8000e+03,-7.6625e-11
6.8100e+03,-5.1334e-11
6.8200e+03,-4.3341e-11
6.8300e+03,-7.3940e-11
6.8400e+03,-1.1310e-10
6.8500e+03,-1.2784e-10
6.8600e+03,-1.1501e-10
6.8700e+03,-7.6765e-11
6.8800e+03,-2.9070e-11
6.8900e+03,-3.6167e-12
6.9000e+03,4.5975e-12
6.9100e+03,3.5810e-12
6.9200e+03,-2.8597e-12
6.9300e+03,-5.1416e-12
6.9400e+03,-9.3929e-12
6.9500e+03,-9.9442e-12
6.9600e+03,1.3832e-11
6.9700e+03,5.9017e-11
6.9800e+03,1.0002e-10
6.9900e+03,1.0712e-10
7.0000e+03,9.6597e-11
7.0100e+03,8.2391e-11
7.0200e+03,6.9725e-11
7.0300e+03,6.7186e-11
7.0400e+03,6.1782e-11
7.0500e+03,4.8354e-11
7.0600e+03,2.2794e-11
7.0700e+03,1.2424e-11
7.0800e+03,2.7905e-11
7.0900e+03,4.4588e-11
7.1000e+03,4.4806e-11
7.1100e+03,4.2422e-11
7.1200e+03,3.6423e-12
7.1300e+03,-3.9764e-11
7.1400e+03,3.2525e-11
7.1500e+03,2.2773e-10
7.1600e+03,4.2901e-10
7.1700e+03,5.3325e-10
7.1800e+03,4.5904e-10
7.1900e+03,3.7396e-10
7.2000e+03,2.6060e-10
7.2100e+03,1.8253e-10
7.2200e+03,2.2717e-10
7.2300e+03,2.3099e-10
7.2400e+03,1.5640e-10
7.2500e+03,8.8632e-11
7.2600e+03,5.1177e-11
7.2700e+03,3.0381e-11
7.2800e+03,1.8162e-11
7.2900e+03,6.9340e-12
7.3000e+03,1.1675e-13
7.3100e+03,3.5950e-12
7.3200e+03,1.1322e-11
7.3300e+03,1.4018e-11
7.3400e+03,-1.9728e-12
7.3500e+03,-3.7930e-11
7.3600e+03,-6.2607e-11
7.3700e+03,-6.0323e-11
7.3800e+03,-3.6235e-11
7.3900e+03,-1.4258e-12
7.4000e+03,6.3759e-12
7.4100e+03,1.1587e-11
7.4200e+03,1.2309e-11
7.4300e+03,1.3262e-12
7.4400e+03,-1.5758e-12
7.4500e+03,-3.9119e-12
7.4600e+03,-3.2885e-12
7.4700e+03,-6.1558e-12
7.4800e+03,-3.8527e-12
7.4900e+03,2.9824e-11
7.5000e+03,8.3484e-11
7.5100e+03,1.2230e-10
7.5200e+03,1.0978e-10
7.5300e+03,8.1075e-11
7.5400e+03,8.4214e-11
7.5500e+03,7.5999e-11
7.5600e+03,3.9301e-11
7.5700e+03,9.4109e-12
7.5800e+03,1.7022e-12
7.5900e+03,1.9649e-11
7.6000e+03,4.1813e-11
7.6100e+03,4.2495e-11
7.6200e+03,2.0027e-11
7.6300e+03,4.6863e-12
7.6400e+03,1.2240e-11
7.6500e+03,1.7515e-11
7.6600e+03,1.2399e-11
7.6700e+03,6.5893e-12
7.6800e+03,2.9731e-12
7.6900e+03,4.7563e-13
7.7000e+03,-1.1908e-12
7.7100e+03,-1.4889e-12
7.7200e+03,-1.0365e-12
7.7300e+03,-2.5418e-13
7.7400e+03,6.5364e-13
7.7500e+03,7.4786e-13
7.7600e+03,-2.4803e-12
7.7700e+03,-1.2599e-11
7.7800e+03,-3.3008e-11
7.7900e+03,-5.3715e-11
7.8000e+03,-5.2845e-11
7.8100e+03,-1.9331e-11
7.8200e+03,4.0385e-11
7.8300e+03,7.1570e-11
7.8400e+03,7.6809e-11
7.8500e+03,6.6968e-11
7.8600e+03,3.7663e-11
7.8700e+03,9.6608e-12
7.8800e+03,6.8064e-12
7.8900e+03,4.5773e-11
7.9000e+03,9.2702e-11
7.9100e+03,1.1231e-10
7.9200e+03,1.2938e-10
7.9300e+03,1.2715e-10
7.9400e+03,8.4308e-11
7.9500e+03,4.8946e-11
7.9600e+03,3.1991e-11
7.9700e+03,9.7872e-12
7.9800e+03,-3.0891e-12
7.9900e+03,-3.2764e-12
8.0000e+03,7.5404e-12
8.0100e+03,3.4007e-12
8.0200e+03,-8.4528e-12
8.0300e+03,-5.1988e-13
8.0400e+03,-9.0658e-12
8.0500e+03,-4.1193e-11
8.0600e+03,-7.8509e-11
8.0700e+03,-1.1938e-10
8.0800e+03,-1.4159e-10
8.0900e+03,-1.3981e-10
8.1000e+03,-1.3903e-10
8.1100e+03,-1.4428e-10
8.1200e+03,-1.2323e-10
8.1300e+03,-8.3464e-11
8.1400e+03,-7.1094e-11
8.1500e+03,-1.0145e-10
8.1600e+03,-1.6012e-10
8.1700e+03,-2.3112e-10
8.1800e+03,-2.7321e-10
8.1900e+03,-2.8098e-10
8.2000e+03,-3.1347e-10
8.2100e+03,-4.0414e-10
8.2200e+03,-4.6276e-10
8.2300e+03,-4.1671e-10
8.2400e+03,-2.7037e-10
8.2500e+03,-1.0669e-10
8.2600e+03,-2.4238e-11
8.2700e+03,-2.9685e-11
8.2800e+03,-3.8770e-11
8.2900e+03,-1.0901e-11
8.3000e+03,1.8626e-11
8.3100e+03,4.7512e-11
8.3200e+03,1.0722e-10
8.3300e+03,1.6346e-10
8.3400e+03,1.7789e-10
8.3500e+03,1.5421e-10
8.3600e+03,9.9756e-11
8.3700e+03,3.8220e-11
8.3800e+03,-2.9626e-12
8.3900e+03,-1.4598e-11
8.4000e+03,-1.1122e-11
8.4100e+03,-1.9773e-12
8.4200e+03,3.6706e-12
8.4300e+03,-6.9871e-13
8.4400e+03,-9.4812e-12
8.4500e+03,-1.3446e-11
