# Time , Flux-Flux
0.0000e+00,1.5696e-09
1.0000e+01,1.4405e-09
2.0000e+01,1.1371e-09
3.0000e+01,8.1005e-10
4.0000e+01,5.4666e-10
5.0000e+01,3.6201e-10
6.0000e+01,2.4034e-10
7.0000e+01,1.6180e-10
8.0000e+01,1.1103e-10
9.0000e+01,7.7812e-11
1.0000e+02,5.5684e-11
1.1000e+02,4.0655e-11
1.2000e+02,3.0244e-11
1.3000e+02,2.2886e-11
1.4000e+02,1.7573e-11
1.5000e+02,1.3672e-11
1.6000e+02,1.0794e-11
1.7000e+02,8.6830e-12
1.8000e+02,7.1259e-12
1.9000e+02,5.9239e-12
2.0000e+02,4.9148e-12
2.1000e+02,4.0066e-12
2.2000e+02,3.1850e-12
2.3000e+02,2.4765e-12
2.4000e+02,1.9309e-12
2.5000e+02,1.5562e-12
2.6000e+02,1.3264e-12
2.7000e+02,1.2653e-12
2.8000e+02,1.3025e-12
2.9000e+02,1.2660e-12
3.0000e+02,1.2201e-12
3.1000e+02,1.4165e-12
3.2000e+02,1.6723e-12
3.3000e+02,1.4576e-12
3.4000e+02,8.0368e-13
3.5000e+02,4.6730e-13
3.6000e+02,8.8529e-13
3.7000e+02,1.5369e-12
3.8000e+02,1.6456e-12
3.9000e+02,1.0168e-12
4.0000e+02,8.1774e-14
4.1000e+02,-5.3932e-13
4.2000e+02,-5.2226e-13
4.3000e+02,-6.3281e-14
4.4000e+02,3.6728e-13
4.5000e+02,4.7582e-13
4.6000e+02,3.2533e-13
4.7000e+02,1.3376e-13
4.8000e+02,2.5816e-14
4.9000e+02,-9.2732e-15
5.0000e+02,-2.0038e-14
5.1000e+02,-2.3385e-14
5.2000e+02,-1.8072e-14
5.3000e+02,-1.1288e-14
5.4000e+02,-1.3426e-14
5.5000e+02,-1.3074e-14
5.6000e+02,3.7900e-14
5.7000e+02,1.8693e-13
5.8000e+02,4.3200e-13
5.9000e+02,7.1533e-13
6.0000e+02,8.8735e-13
6.1000e+02,7.5557e-13
6.2000e+02,2.6303e-13
6.3000e+02,-4.6757e-13
6.4000e+02,-1.2803e-12
6.5000e+02,-2.0312e-12
6.6000e+02,-2.5512e-12
6.7000e+02,-2.7348e-12
6.8000e+02,-2.6744e-12
6.9000e+02,-2.4891e-12
7.0000e+02,-2.1017e-12
7.1000e+02,-1.4174e-12
7.2000e+02,-4.9501e-13
7.3000e+02,4.0342e-13
7.4000e+02,9.1565e-13
7.5000e+02,9.5494e-13
7.6000e+02,7.6779e-13
7.7000e+02,6.0850e-13
7.8000e+02,6.1080e-13
7.9000e+02,8.3113e-13
8.0000e+02,1.2475e-12
8.1000e+02,1.6710e-12
8.2000e+02,1.8649e-12
8.3000e+02,1.7049e-12
8.4000e+02,1.1801e-12
8.5000e+02,5.3033e-13
8.6000e+02,9.2471e-14
8.7000e+02,-9.0666e-14
8.8000e+02,-2.1446e-13
8.9000e+02,-4.4768e-13
9.0000e+02,-8.1423e-13
9.1000e+02,-1.2243e-12
9.2000e+02,-1.7042e-12
9.3000e+02,-2.3361e-12
9.4000e+02,-3.0023e-12
9.5000e+02,-3.4597e-12
9.6000e+02,-3.3990e-12
9.7000e+02,-2.7668e-12
9.8000e+02,-1.9813e-12
9.9000e+02,-1.5530e-12
1.0000e+03,-1.7952e-12
1.0100e+03,-2.5189e-12
1.0200e+03,-3.0541e-12
1.0300e+03,-3.2449e-12
1.0400e+03,-3.5095e-12
1.0500e+03,-3.7462e-12
1.0600e+03,-3.5762e-12
1.0700e+03,-2.8425e-12
1.0800e+03,-1.4364e-12
1.0900e+03,3.3424e-13
1.1000e+03,1.6124e-12
1.1100e+03,1.9483e-12
1.1200e+03,1.7791e-12
1.1300e+03,1.5376e-12
1.1400e+03,1.3127e-12
1.1500e+03,1.1261e-12
1.1600e+03,1.0289e-12
1.1700e+03,9.1115e-13
1.1800e+03,5.4283e-13
1.1900e+03,1.1554e-14
1.2000e+03,-3.7621e-13
1.2100e+03,-4.5397e-13
1.2200e+03,-2.2891e-13
1.2300e+03,1.9592e-13
1.2400e+03,6.8554e-13
1.2500e+03,9.9933e-13
1.2600e+03,9.4230e-13
1.2700e+03,6.4322e-13
1.2800e+03,3.8478e-13
1.2900e+03,2.4267e-13
1.3000e+03,1.7595e-13
1.3100e+03,2.6562e-13
1.3200e+03,5.2180e-13
1.3300e+03,6.9009e-13
1.3400e+03,6.6750e-13
1.3500e+03,5.5569e-13
1.3600e+03,3.4046e-13
1.3700e+03,4.6242e-14
1.3800e+03,-2.6085e-13
1.3900e+03,-5.2351e-13
1.4000e+03,-6.2533e-13
1.4100e+03,-5.1301e-13
1.4200e+03,-2.9087e-13
1.4300e+03,-1.0981e-13
1.4400e+03,-2.1268e-14
1.4500e+03,5.4904e-15
1.4600e+03,9.3292e-15
1.4700e+03,1.0889e-14
1.4800e+03,1.2410e-14
1.4900e+03,1.0682e-14
1.5000e+03,7.9807e-15
1.5100e+03,5.5927e-15
1.5200e+03,3.1613e-16
1.5300e+03,-6.8170e-15
1.5400e+03,-9.4892e-15
1.5500e+03,-4.6302e-15
1.5600e+03,-6.0842e-15
1.5700e+03,-4.1575e-14
1.5800e+03,-1.0967e-13
1.5900e+03,-1.6564e-13
1.6000e+03,-1.8956e-13
1.6100e+03,-2.5686e-13
1.6200e+03,-3.8471e-13
1.6300e+03,-4.0448e-13
1.6400e+03,-2.8867e-13
1.6500e+03,-1.8382e-13
1.6600e+03,-1.8408e-13
1.6700e+03,-3.6125e-13
1.6800e+03,-5.8598e-13
1.6900e+03,-6.8617e-13
1.7000e+03,-7.2126e-13
1.7100e+03,-7.1813e-13
1.7200e+03,-7.2751e-13
1.7300e+03,-7.5132e-13
1.7400e+03,-5.0170e-13
1.7500e+03,-8.8841e-14
1.7600e+03,2.8220e-15
1.7700e+03,-1.1698e-13
1.7800e+03,-1.2373e-13
1.7900e+03,-1.0843e-13
1.8000e+03,-1.5007e-13
1.8100e+03,-1.2363e-13
