# Time , Flux-Flux
0.0000e+00,1.5651e-10
1.0000e+01,1.5232e-10
2.0000e+01,1.4072e-10
3.0000e+01,1.2415e-10
4.0000e+01,1.0547e-10
5.0000e+01,8.7066e-11
6.0000e+01,7.0450e-11
7.0000e+01,5.6293e-11
8.0000e+01,4.4683e-11
9.0000e+01,3.5392e-11
1.0000e+02,2.8066e-11
1.1000e+02,2.2332e-11
1.2000e+02,1.7857e-11
1.3000e+02,1.4364e-11
1.4000e+02,1.1629e-11
1.5000e+02,9.4790e-12
1.6000e+02,7.7794e-12
1.7000e+02,6.4266e-12
1.8000e+02,5.3406e-12
1.9000e+02,4.4602e-12
2.0000e+02,3.7400e-12
2.1000e+02,3.1476e-12
2.2000e+02,2.6606e-12
2.3000e+02,2.2635e-12
2.4000e+02,1.9443e-12
2.5000e+02,1.6920e-12
2.6000e+02,1.4955e-12
2.7000e+02,1.3433e-12
2.8000e+02,1.2239e-12
2.9000e+02,1.1269e-12
3.0000e+02,1.0439e-12
3.1000e+02,9.6713e-13
3.2000e+02,8.9042e-13
3.3000e+02,8.1179e-13
3.4000e+02,7.3459e-13
3.5000e+02,6.6267e-13
3.6000e+02,5.9387e-13
3.7000e+02,5.2044e-13
3.8000e+02,4.3752e-13
3.9000e+02,3.5056e-13
4.0000e+02,2.7329e-13
4.1000e+02,2.1759e-13
4.2000e+02,1.8457e-13
4.3000e+02,1.6436e-13
4.4000e+02,1.4417e-13
4.5000e+02,1.1704e-13
4.6000e+02,8.4452e-14
4.7000e+02,5.2550e-14
4.8000e+02,2.6772e-14
4.9000e+02,9.3082e-15
5.0000e+02,-2.2156e-16
5.1000e+02,-3.0832e-15
5.2000e+02,-3.4441e-16
5.3000e+02,7.5558e-15
5.4000e+02,2.1038e-14
5.5000e+02,4.1251e-14
5.6000e+02,6.8968e-14
5.7000e+02,1.0246e-13
5.8000e+02,1.3542e-13
5.9000e+02,1.5664e-13
6.0000e+02,1.5272e-13
6.1000e+02,1.1290e-13
6.2000e+02,3.3905e-14
6.3000e+02,-7.7697e-14
6.4000e+02,-2.0617e-13
6.5000e+02,-3.2961e-13
6.6000e+02,-4.2487e-13
6.7000e+02,-4.7340e-13
6.8000e+02,-4.6573e-13
6.9000e+02,-4.0222e-13
7.0000e+02,-2.9093e-13
7.1000e+02,-1.4527e-13
7.2000e+02,1.7413e-14
7.3000e+02,1.7797e-13
7.4000e+02,3.1979e-13
7.5000e+02,4.3365e-13
7.6000e+02,5.1951e-13
7.7000e+02,5.8356e-13
7.8000e+02,6.3248e-13
7.9000e+02,6.6834e-13
8.0000e+02,6.8687e-13
8.1000e+02,6.7982e-13
8.2000e+02,6.3982e-13
