0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+01
1.000000000000000000e+02,4.310581698457590427e+00,6.546205971222826214e+00,9.704840340478428473e+00,1.370417095980104172e+01,1.854897313405490067e+01
2.000000000000000000e+02,4.311366931276832126e+00,6.558746968796545396e+00,9.803528174710528731e+00,1.376611786497369572e+01,1.889676493497005083e+01
4.000000000000000000e+02,4.317383860994133293e+00,6.611406335928009526e+00,9.949179427680771681e+00,1.438703757481284384e+01,2.057230722774302123e+01
6.000000000000000000e+02,4.324240519449892517e+00,6.679590803717674774e+00,1.017497399577531425e+01,1.549000425879065190e+01,2.256720476715733881e+01
7.500000000000000000e+02,4.329049380232376620e+00,6.720526503559027809e+00,1.041628454566439643e+01,1.622865005464752741e+01,2.334540930450480190e+01
1.000000000000000000e+03,4.336519016812854233e+00,6.808383587307146101e+00,1.087144027939793034e+01,1.758974095332697729e+01,3.729072298725996859e+01
1.250000000000000000e+03,4.345618630996878728e+00,6.920858463394745641e+00,1.146278788764864665e+01,9.585954265113739936e+00,2.023494684714144043e+01
1.500000000000000000e+03,4.357261961649087745e+00,6.966676503828055367e+00,1.192480384855190678e+01,5.582210999348492741e+00,1.243926319841720129e+01
1.750000000000000000e+03,4.366674747064744011e+00,7.119376174191078377e+00,1.231280300165714614e+01,4.340263202164772238e+00,8.962276399277016026e+00
2.000000000000000000e+03,4.375490696979078997e+00,7.233050643212457054e+00,1.346238845161313158e+01,3.799584336058944967e+00,7.059788035096098646e+00
2.500000000000000000e+03,4.396422589276490989e+00,7.475135743131671617e+00,9.181221583848346413e+00,3.175121878810382992e+00,5.089750054073180152e+00
3.000000000000000000e+03,4.413811323528216590e+00,7.812390584170482377e+00,5.674297706233248917e+00,3.012754409388225696e+01,4.676562979455650293e+01
3.500000000000000000e+03,4.436172611929547926e+00,8.174872891295292376e+00,3.297548257819088224e+00,3.181619131072703510e+01,4.815196329751366733e+01
4.000000000000000000e+03,4.453443254745509172e+00,8.641364363808333948e+00,2.031811245560348311e+00,3.294220998301519643e+01,4.841979697957874862e+01
4.500000000000000000e+03,4.481954766822591196e+00,8.818273641560992360e+00,1.341053311136909398e+00,3.341548063080849573e+01,4.813623529407254864e+01
5.000000000000000000e+03,4.513808813522373953e+00,8.332124549103879119e+00,1.839946776922743776e+00,3.344631157204946703e+01,4.752044708439265008e+01
