# Time , Side-Flux
0.0000e+00,0.0000e+00
1.0000e+01,9.7561e-07
2.0000e+01,1.7972e-06
3.0000e+01,2.3953e-06
4.0000e+01,2.7888e-06
5.0000e+01,3.0353e-06
6.0000e+01,3.1893e-06
7.0000e+01,3.2878e-06
8.0000e+01,3.3529e-06
9.0000e+01,3.3972e-06
1.0000e+02,3.4282e-06
1.1000e+02,3.4503e-06
1.2000e+02,3.4665e-06
1.3000e+02,3.4786e-06
1.4000e+02,3.4877e-06
1.5000e+02,3.4947e-06
1.6000e+02,3.5002e-06
1.7000e+02,3.5045e-06
1.8000e+02,3.5080e-06
1.9000e+02,3.5108e-06
2.0000e+02,3.5132e-06
2.1000e+02,3.5152e-06
2.2000e+02,3.5169e-06
2.3000e+02,3.5182e-06
2.4000e+02,3.5192e-06
2.5000e+02,3.5200e-06
2.6000e+02,3.5205e-06
2.7000e+02,3.5211e-06
2.8000e+02,3.5215e-06
2.9000e+02,3.5220e-06
3.0000e+02,3.5225e-06
3.1000e+02,3.5231e-06
3.2000e+02,3.5236e-06
3.3000e+02,3.5242e-06
3.4000e+02,3.5249e-06
3.5000e+02,3.5253e-06
3.6000e+02,3.5255e-06
3.7000e+02,3.5255e-06
3.8000e+02,3.5257e-06
3.9000e+02,3.5262e-06
4.0000e+02,3.5265e-06
4.1000e+02,3.5265e-06
4.2000e+02,3.5260e-06
4.3000e+02,3.5253e-06
4.4000e+02,3.5248e-06
4.5000e+02,3.5246e-06
4.6000e+02,3.5247e-06
4.7000e+02,3.5249e-06
4.8000e+02,3.5251e-06
4.9000e+02,3.5252e-06
5.0000e+02,3.5252e-06
5.1000e+02,3.5252e-06
5.2000e+02,3.5252e-06
5.3000e+02,3.5252e-06
5.4000e+02,3.5252e-06
5.5000e+02,3.5251e-06
5.6000e+02,3.5251e-06
5.7000e+02,3.5250e-06
5.8000e+02,3.5247e-06
5.9000e+02,3.5244e-06
6.0000e+02,3.5239e-06
6.1000e+02,3.5233e-06
6.2000e+02,3.5228e-06
6.3000e+02,3.5224e-06
6.4000e+02,3.5216e-06
6.5000e+02,3.5202e-06
6.6000e+02,3.5179e-06
6.7000e+02,3.5153e-06
6.8000e+02,3.5132e-06
6.9000e+02,3.5121e-06
7.0000e+02,3.5115e-06
7.1000e+02,3.5105e-06
7.2000e+02,3.5090e-06
7.3000e+02,3.5075e-06
7.4000e+02,3.5069e-06
7.5000e+02,3.5075e-06
7.6000e+02,3.5090e-06
7.7000e+02,3.5103e-06
7.8000e+02,3.5109e-06
7.9000e+02,3.5104e-06
8.0000e+02,3.5092e-06
8.1000e+02,3.5079e-06
8.2000e+02,3.5072e-06
8.3000e+02,3.5075e-06
8.4000e+02,3.5087e-06
8.5000e+02,3.5102e-06
8.6000e+02,3.5115e-06
8.7000e+02,3.5120e-06
8.8000e+02,3.5119e-06
8.9000e+02,3.5113e-06
9.0000e+02,3.5101e-06
9.1000e+02,3.5080e-06
9.2000e+02,3.5048e-06
9.3000e+02,3.5010e-06
9.4000e+02,3.4976e-06
9.5000e+02,3.4951e-06
9.6000e+02,3.4933e-06
9.7000e+02,3.4921e-06
9.8000e+02,3.4915e-06
9.9000e+02,3.4916e-06
1.0000e+03,3.4920e-06
1.0100e+03,3.4918e-06
1.0200e+03,3.4898e-06
1.0300e+03,3.4855e-06
1.0400e+03,3.4802e-06
1.0500e+03,3.4754e-06
1.0600e+03,3.4717e-06
1.0700e+03,3.4687e-06
1.0800e+03,3.4656e-06
1.0900e+03,3.4627e-06
1.1000e+03,3.4608e-06
1.1100e+03,3.4610e-06
1.1200e+03,3.4631e-06
1.1300e+03,3.4659e-06
1.1400e+03,3.4681e-06
1.1500e+03,3.4696e-06
1.1600e+03,3.4702e-06
1.1700e+03,3.4702e-06
1.1800e+03,3.4702e-06
1.1900e+03,3.4701e-06
1.2000e+03,3.4699e-06
1.2100e+03,3.4690e-06
1.2200e+03,3.4675e-06
1.2300e+03,3.4656e-06
1.2400e+03,3.4639e-06
1.2500e+03,3.4632e-06
1.2600e+03,3.4637e-06
1.2700e+03,3.4651e-06
1.2800e+03,3.4667e-06
1.2900e+03,3.4676e-06
1.3000e+03,3.4676e-06
1.3100e+03,3.4671e-06
1.3200e+03,3.4664e-06
1.3300e+03,3.4654e-06
1.3400e+03,3.4640e-06
1.3500e+03,3.4624e-06
1.3600e+03,3.4612e-06
1.3700e+03,3.4608e-06
1.3800e+03,3.4608e-06
1.3900e+03,3.4609e-06
1.4000e+03,3.4609e-06
1.4100e+03,3.4607e-06
1.4200e+03,3.4604e-06
1.4300e+03,3.4600e-06
1.4400e+03,3.4598e-06
1.4500e+03,3.4596e-06
1.4600e+03,3.4596e-06
1.4700e+03,3.4597e-06
1.4800e+03,3.4597e-06
1.4900e+03,3.4598e-06
1.5000e+03,3.4598e-06
1.5100e+03,3.4597e-06
1.5200e+03,3.4597e-06
1.5300e+03,3.4597e-06
1.5400e+03,3.4596e-06
1.5500e+03,3.4595e-06
1.5600e+03,3.4595e-06
1.5700e+03,3.4595e-06
1.5800e+03,3.4596e-06
1.5900e+03,3.4596e-06
1.6000e+03,3.4592e-06
1.6100e+03,3.4582e-06
1.6200e+03,3.4569e-06
1.6300e+03,3.4556e-06
1.6400e+03,3.4547e-06
1.6500e+03,3.4542e-06
1.6600e+03,3.4543e-06
1.6700e+03,3.4547e-06
1.6800e+03,3.4552e-06
1.6900e+03,3.4553e-06
1.7000e+03,3.4547e-06
1.7100e+03,3.4532e-06
1.7200e+03,3.4515e-06
1.7300e+03,3.4501e-06
1.7400e+03,3.4493e-06
1.7500e+03,3.4488e-06
1.7600e+03,3.4488e-06
1.7700e+03,3.4491e-06
1.7800e+03,3.4496e-06
1.7900e+03,3.4500e-06
1.8000e+03,3.4502e-06
1.8100e+03,3.4497e-06
1.8200e+03,3.4488e-06
1.8300e+03,3.4475e-06
1.8400e+03,3.4462e-06
1.8500e+03,3.4451e-06
1.8600e+03,3.4446e-06
1.8700e+03,3.4448e-06
1.8800e+03,3.4455e-06
1.8900e+03,3.4459e-06
1.9000e+03,3.4458e-06
1.9100e+03,3.4452e-06
1.9200e+03,3.4443e-06
1.9300e+03,3.4433e-06
1.9400e+03,3.4420e-06
1.9500e+03,3.4410e-06
1.9600e+03,3.4404e-06
1.9700e+03,3.4401e-06
