# Time , Side-Flux
0.0000e+00,0.0000e+00
1.0000e+01,2.1730e-04
2.0000e+01,3.8368e-04
3.0000e+01,4.9059e-04
4.0000e+01,5.5393e-04
5.0000e+01,5.9027e-04
6.0000e+01,6.1075e-04
7.0000e+01,6.2192e-04
8.0000e+01,6.2754e-04
9.0000e+01,6.2980e-04
1.0000e+02,6.3004e-04
1.1000e+02,6.2911e-04
1.2000e+02,6.2759e-04
1.3000e+02,6.2582e-04
1.4000e+02,6.2402e-04
1.5000e+02,6.2231e-04
1.6000e+02,6.2078e-04
1.7000e+02,6.1944e-04
1.8000e+02,6.1831e-04
1.9000e+02,6.1737e-04
2.0000e+02,6.1662e-04
2.1000e+02,6.1603e-04
2.2000e+02,6.1557e-04
2.3000e+02,6.1522e-04
2.4000e+02,6.1497e-04
2.5000e+02,6.1479e-04
2.6000e+02,6.1467e-04
2.7000e+02,6.1461e-04
2.8000e+02,6.1457e-04
2.9000e+02,6.1453e-04
3.0000e+02,6.1450e-04
3.1000e+02,6.1450e-04
3.2000e+02,6.1451e-04
3.3000e+02,6.1445e-04
3.4000e+02,6.1431e-04
3.5000e+02,6.1414e-04
3.6000e+02,6.1403e-04
3.7000e+02,6.1394e-04
3.8000e+02,6.1377e-04
3.9000e+02,6.1344e-04
4.0000e+02,6.1296e-04
4.1000e+02,6.1243e-04
4.2000e+02,6.1196e-04
4.3000e+02,6.1162e-04
4.4000e+02,6.1139e-04
4.5000e+02,6.1124e-04
4.6000e+02,6.1112e-04
4.7000e+02,6.1102e-04
4.8000e+02,6.1093e-04
4.9000e+02,6.1086e-04
5.0000e+02,6.1078e-04
5.1000e+02,6.1068e-04
5.2000e+02,6.1057e-04
5.3000e+02,6.1048e-04
5.4000e+02,6.1044e-04
5.5000e+02,6.1043e-04
5.6000e+02,6.1039e-04
5.7000e+02,6.1032e-04
5.8000e+02,6.1017e-04
5.9000e+02,6.0981e-04
6.0000e+02,6.0904e-04
6.1000e+02,6.0779e-04
6.2000e+02,6.0627e-04
6.3000e+02,6.0469e-04
6.4000e+02,6.0296e-04
6.5000e+02,6.0059e-04
6.6000e+02,5.9722e-04
6.7000e+02,5.9308e-04
6.8000e+02,5.8897e-04
6.9000e+02,5.8575e-04
7.0000e+02,5.8341e-04
7.1000e+02,5.8122e-04
7.2000e+02,5.7841e-04
7.3000e+02,5.7453e-04
7.4000e+02,5.6997e-04
7.5000e+02,5.6558e-04
7.6000e+02,5.6212e-04
7.7000e+02,5.6014e-04
7.8000e+02,5.5985e-04
7.9000e+02,5.6068e-04
8.0000e+02,5.6145e-04
8.1000e+02,5.6103e-04
8.2000e+02,5.5886e-04
8.3000e+02,5.5498e-04
8.4000e+02,5.5016e-04
8.5000e+02,5.4585e-04
8.6000e+02,5.4324e-04
8.7000e+02,5.4243e-04
8.8000e+02,5.4289e-04
8.9000e+02,5.4439e-04
9.0000e+02,5.4671e-04
9.1000e+02,5.4889e-04
9.2000e+02,5.4955e-04
9.3000e+02,5.4798e-04
9.4000e+02,5.4423e-04
9.5000e+02,5.3850e-04
9.6000e+02,5.3104e-04
9.7000e+02,5.2207e-04
9.8000e+02,5.1271e-04
9.9000e+02,5.0496e-04
1.0000e+03,5.0026e-04
1.0100e+03,4.9936e-04
1.0200e+03,5.0204e-04
1.0300e+03,5.0647e-04
1.0400e+03,5.1081e-04
1.0500e+03,5.1424e-04
1.0600e+03,5.1596e-04
1.0700e+03,5.1525e-04
1.0800e+03,5.1172e-04
1.0900e+03,5.0484e-04
1.1000e+03,4.9479e-04
