0.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+01
1.000000000000000000e+02,4.825529164753030986e+06,4.819034938867528737e+07,1.622713191054328382e+08,3.642084405135346055e+08,6.663353607272213697e+08
2.000000000000000000e+02,5.448473487116266042e+06,5.446607404449814558e+07,1.819036559106430411e+08,4.129254988483905196e+08,7.395724344402002096e+08
4.000000000000000000e+02,9.261538293409911916e+06,9.350363559761883318e+07,3.175723251173440218e+08,7.074000473883103132e+08,1.205607602075513840e+09
6.000000000000000000e+02,1.496819994780947082e+07,1.526255546158492565e+08,5.244606347008016109e+08,1.101768945125676394e+09,1.802364967467946768e+09
7.500000000000000000e+02,2.058345902390050888e+07,2.115995509278199077e+08,7.216711717547012568e+08,1.462524489472425222e+09,2.304118984438642979e+09
1.000000000000000000e+03,3.216374577157236263e+07,3.341299857546101809e+08,1.111743074475993633e+09,2.128199256107837439e+09,2.645926858905613899e+09
1.250000000000000000e+03,4.661447643561135232e+07,4.861737915601825714e+08,1.550478100249112844e+09,6.324711172537673950e+09,6.970188502369344711e+09
1.500000000000000000e+03,6.376489439065129310e+07,6.761628729870858192e+08,2.075908389520900726e+09,1.490465257184125710e+10,1.494889272892475128e+10
1.750000000000000000e+03,8.373384999893172085e+07,8.840266903743578196e+08,2.658269068821688175e+09,2.462298923869338989e+10,2.589809717972143936e+10
2.000000000000000000e+03,1.069062565186638981e+08,1.126098203009742260e+09,3.041157456208616257e+09,3.527520750836174011e+10,3.941954802559620667e+10
2.500000000000000000e+03,1.618068418712773621e+08,1.694353696738870382e+09,4.671110889802095413e+09,5.724809786769615936e+10,5.953184116723299408e+10
3.000000000000000000e+03,2.301421612491133809e+08,2.319177097534200191e+09,7.761320482642598152e+09,7.695581485086255074e+09,8.477730913529762268e+09
3.500000000000000000e+03,3.104949218915549517e+08,3.013310651206578732e+09,1.372015191611553764e+10,8.789457596884494781e+09,9.470210279536947250e+09
4.000000000000000000e+03,4.061326924453429580e+08,3.668295695036510468e+09,2.219986492276764297e+10,9.867307313856431961e+09,1.053060677670847130e+10
4.500000000000000000e+03,5.113058110546013117e+08,4.600036264107067108e+09,3.263808558281211472e+10,1.100635794718783188e+10,1.161062115858532333e+10
5.000000000000000000e+03,6.264830106767610312e+08,6.257937372960651398e+09,5.131267381434930420e+10,1.218347292263266373e+10,1.270611021246702957e+10
